"municipio","ano","quarter","precio"
"Móstoles",2015,1,1310.9612140254
"Navalcarnero",2015,1,1339.32755033224
"Paracuellos Del Jarama",2015,1,1978.0896496159
"Parla",2015,1,1169.99693300556
"Pinto",2015,1,1573.04704678681
"Pozuelo De Alarcón",2015,1,2908.8595098106
"Rivas-Vacíamadrid",2015,1,1751.59731633117
"Rozas De Madrid (Las)",2015,1,2357.94803884536
"San Agustín De Guadalix",2015,1,1635.09615844245
"San Fernando De Henares",2015,1,1883.22448814024
"San Lorenzo Del Escorial",2015,1,1678.19718948654
"San Martín De La Vega",2015,1,1092.77836555168
"San Martín De Valdeiglesias",2015,1,999.180571282664
"San Sebastián De Los Reyes",2015,1,2065.26980477325
"Sevilla La Nueva",2015,1,1393.47874216701
"Torrejón De Ardoz",2015,1,1418.27529432954
"Torrelodones",2015,1,2225.74638940677
"Tres Cantos",2015,1,2283.61345619556
"Valdemoro",2015,1,1518.85186434189
"Villanueva De La Cañada",2015,1,1923.7481878463
"Villanueva Del Pardillo",2015,1,1849.32977937787
"Villaviciosa De Odón",2015,1,2299.69652628629
"Alcalá De Henares",2015,2,1471.91859126082
"Alcobendas",2015,2,1986.27424335238
"Alcorcón",2015,2,1707.76785947771
"Algete",2015,2,1415.78407129899
"Alpedrete",2015,2,1551.49328432611
"Aranjuez",2015,2,1174.2557465307
"Arganda Del Rey",2015,2,1336.42877839949
"Arroyomolinos",2015,2,1651.78101662795
"Boadilla Del Monte",2015,2,2422.63076475853
"Brunete",2015,2,1722.99446080351
"Cercedilla",2015,2,1318.10908826848
"Ciempozuelos",2015,2,1312.22683241538
"Collado Villalba",2015,2,1494.89266465759
"Colmenar Viejo",2015,2,1875.03871030933
"Coslada",2015,2,1748.40029874212
"El Escorial",2015,2,1489.86817415412
"Fuenlabrada",2015,2,1410.4724571423
"Galapagar",2015,2,1371.4685546812
"Getafe",2015,2,1548.62149581535
"Guadarrama",2015,2,1271.76114181861
"Humanes De Madrid",2015,2,1328.52794764994
"La Moraleja",2015,2,4263.43333506293
"Leganés",2015,2,1592.99689288856
"Majadahonda",2015,2,2589.13920402376
"Manzanares El Real",2015,2,1528.45232096641
"Meco",2015,2,1128.20438519041
"Mejorada Del Campo",2015,2,1589.3935142731
"Molar El",2015,2,1381.60119453392
"Móstoles",2015,2,1313.17200156329
"Navalcarnero",2015,2,1288.08312147476
"Paracuellos Del Jarama",2015,2,1983.71225118715
"Parla",2015,2,1162.07445904727
"Pinto",2015,2,1554.96509329979
"Pozuelo De Alarcón",2015,2,2912.86224876026
"Rivas-Vacíamadrid",2015,2,1776.67823609009
"Rozas De Madrid (Las)",2015,2,2380.15146181694
"San Agustín De Guadalix",2015,2,1591.09947223314
"San Fernando De Henares",2015,2,1901.91961148465
"San Lorenzo Del Escorial",2015,2,1620.81247134791
"San Martín De La Vega",2015,2,1049.52153385203
"San Martín De Valdeiglesias",2015,2,934.602362720233
"San Sebastián De Los Reyes",2015,2,2124.21525856938
"Sevilla La Nueva",2015,2,1366.09778035271
"Torrejón De Ardoz",2015,2,1461.07943095271
"Torrelodones",2015,2,2200.39487823406
"Tres Cantos",2015,2,2316.76378789055
"Valdemoro",2015,2,1485.78153184024
"Villanueva De La Cañada",2015,2,1903.35219507416
"Villanueva Del Pardillo",2015,2,1795.95546808676
"Villaviciosa De Odón",2015,2,2275.33979555026
"Alcalá De Henares",2015,3,1466.82025460547
"Alcobendas",2015,3,1982.75281662383
"Alcorcón",2015,3,1682.66359372199
"Algete",2015,3,1397.14706503659
"Alpedrete",2015,3,1550.22742573122
"Aranjuez",2015,3,1175.73482778434
"Arganda Del Rey",2015,3,1395.53268522441
"Arroyomolinos",2015,3,1626.06702013111
"Boadilla Del Monte",2015,3,2376.2228649438
"Brunete",2015,3,1747.84597215593
"Cercedilla",2015,3,1295.89153627623
"Ciempozuelos",2015,3,1315.34811195302
"Collado Villalba",2015,3,1492.76482676129
"Colmenar Viejo",2015,3,1829.77596403174
"Coslada",2015,3,1765.10653467537
"El Escorial",2015,3,1573.55230202222
"Fuenlabrada",2015,3,1395.97409400396
"Galapagar",2015,3,1415.93796273879
"Getafe",2015,3,1592.98801870863
"Guadarrama",2015,3,1312.00546462697
"Humanes De Madrid",2015,3,1328.96894557516
"La Moraleja",2015,3,4199.40159253565
"Leganés",2015,3,1578.77325152801
"Majadahonda",2015,3,2562.6395138655
"Manzanares El Real",2015,3,1491.52648230397
"Meco",2015,3,1143.01606015233
"Mejorada Del Campo",2015,3,1517.26291660163
"Molar El",2015,3,1387.44264682681
"Móstoles",2015,3,1331.64433163595
"Navalcarnero",2015,3,1271.74873200397
"Paracuellos Del Jarama",2015,3,2000.23074489004
"Parla",2015,3,1116.92383415435
"Pinto",2015,3,1572.23581355409
"Pozuelo De Alarcón",2015,3,2895.51151925361
"Rivas-Vacíamadrid",2015,3,1779.87503730032
"Rozas De Madrid (Las)",2015,3,2381.1821377449
"San Agustín De Guadalix",2015,3,1634.23287864438
"San Fernando De Henares",2015,3,1925.03469331332
"San Lorenzo Del Escorial",2015,3,1635.76093878222
"San Martín De La Vega",2015,3,1019.88734498304
"San Martín De Valdeiglesias",2015,3,900.426155958037
"San Sebastián De Los Reyes",2015,3,2113.87802513196
"Sevilla La Nueva",2015,3,1386.69679538336
"Torrejón De Ardoz",2015,3,1505.76891322061
"Torrelodones",2015,3,2123.55044932019
"Tres Cantos",2015,3,2299.05620347588
"Valdemoro",2015,3,1531.69666630244
"Villanueva De La Cañada",2015,3,1867.32002499097
"Villanueva Del Pardillo",2015,3,1860.21277509763
"Villaviciosa De Odón",2015,3,2273.05499210988
"Alcalá De Henares",2015,4,1414
"Alcobendas",2015,4,2016
"Alcorcón",2015,4,1817.34448129541
"Algete",2015,4,1393
"Alpedrete",2015,4,1508
"Aranjuez",2015,4,1159
"Arganda Del Rey",2015,4,1369
"Arroyomolinos",2015,4,1640
"Boadilla Del Monte",2015,4,2404
"Brunete",2015,4,1731
"Cercedilla",2015,4,1237.31503227513
"Ciempozuelos",2015,4,1310
"Collado Villalba",2015,4,1435
"Colmenar Viejo",2015,4,1788
"Coslada",2015,4,1726
"El Escorial",2015,4,1475
"Fuenlabrada",2015,4,1362
"Galapagar",2015,4,1385
"Getafe",2015,4,1550
"Guadarrama",2015,4,1292
"Humanes De Madrid",2015,4,1314
"La Moraleja",2015,4,4174
"Leganés",2015,4,1565
"Majadahonda",2015,4,2536
"Manzanares El Real",2015,4,1504
"Meco",2015,4,1147
"Mejorada Del Campo",2015,4,1454
"Molar El",2015,4,1386.60403913225
"Móstoles",2015,4,1319
"Navalcarnero",2015,4,1230
"Paracuellos Del Jarama",2015,4,1968
"Parla",2015,4,1076
"Pinto",2015,4,1532
"Pozuelo De Alarcón",2015,4,2917
"Rivas-Vacíamadrid",2015,4,1749
"Rozas De Madrid (Las)",2015,4,2419
"San Agustín De Guadalix",2015,4,1664
"San Fernando De Henares",2015,4,1898
"San Lorenzo Del Escorial",2015,4,1658
"San Martín De La Vega",2015,4,1014
"San Martín De Valdeiglesias",2015,4,904.883841500528
"San Sebastián De Los Reyes",2015,4,2130
"Sevilla La Nueva",2015,4,1317.89991835052
"Torrejón De Ardoz",2015,4,1420
"Torrelodones",2015,4,2050
"Tres Cantos",2015,4,2318
"Valdemoro",2015,4,1497
"Villanueva De La Cañada",2015,4,1887
"Villanueva Del Pardillo",2015,4,1868
"Villaviciosa De Odón",2015,4,2282
"Alcalá De Henares",2016,1,1404.00315839938
"Alcobendas",2016,1,1960.23200953506
"Alcorcón",2016,1,1707.5272417934
"Algete",2016,1,1376.31775580693
"Alpedrete",2016,1,1447.31690424043
"Aranjuez",2016,1,1179.79763631272
"Arganda Del Rey",2016,1,1341.29815640573
"Arroyomolinos",2016,1,1645.57282401146
"Boadilla Del Monte",2016,1,2411.91475866128
"Brunete",2016,1,1752.92827241357
"Cercedilla",2016,1,1245.14324069803
"Ciempozuelos",2016,1,1296.16087175453
"Collado Villalba",2016,1,1442.06989545368
"Colmenar Viejo",2016,1,1765.38337988664
"Coslada",2016,1,1750.81765090742
"El Escorial",2016,1,1439.87306223946
"Fuenlabrada",2016,1,1346.62802543767
"Galapagar",2016,1,1367.60231620443
"Getafe",2016,1,1573.45746821505
"Guadarrama",2016,1,1260.92576514395
"Humanes De Madrid",2016,1,1336.89055397911
"La Moraleja",2016,1,4231.19516921953
"Leganés",2016,1,1621.61557096088
"Majadahonda",2016,1,2562.41324054597
"Manzanares El Real",2016,1,1480.28219340284
"Meco",2016,1,1100.47805194544
"Mejorada Del Campo",2016,1,1460.51028693474
"Molar El",2016,1,1322.86394515883
"Móstoles",2016,1,1312.57356969516
"Navalcarnero",2016,1,1232.42560403755
"Paracuellos Del Jarama",2016,1,1938.32547630341
"Parla",2016,1,1113.8557813393
"Pinto",2016,1,1597.36904957519
"Pozuelo De Alarcón",2016,1,2932.0521793628
"Rivas-Vacíamadrid",2016,1,1735.6711724453
"Rozas De Madrid (Las)",2016,1,2432.07759575314
"San Agustín De Guadalix",2016,1,1679.1362773382
"San Fernando De Henares",2016,1,1938.5421833225
"San Lorenzo Del Escorial",2016,1,1612.81429882975
"San Martín De La Vega",2016,1,980.033821950063
"San Martín De Valdeiglesias",2016,1,940.840387162662
"San Sebastián De Los Reyes",2016,1,2140.637074698
"Sevilla La Nueva",2016,1,1383.21216865736
"Torrejón De Ardoz",2016,1,1406.10533790164
"Torrelodones",2016,1,2086.76908871311
"Tres Cantos",2016,1,2389.8003908354
"Valdemoro",2016,1,1519.79836295877
"Villanueva De La Cañada",2016,1,1971.58387561419
"Villanueva Del Pardillo",2016,1,1882.576578433
"Villaviciosa De Odón",2016,1,2182.15925978587
"Alcalá De Henares",2016,2,1408.36916210783
"Alcobendas",2016,2,2025.83879702739
"Alcorcón",2016,2,1675.54964511023
"Algete",2016,2,1360.75848894565
"Alpedrete",2016,2,1491.9082765049
"Aranjuez",2016,2,1147.10534879315
"Arganda Del Rey",2016,2,1351.7202068895
"Arroyomolinos",2016,2,1627.40559871359
"Boadilla Del Monte",2016,2,2386.05589836631
"Brunete",2016,2,1719.34952415221
"Cercedilla",2016,2,1250.04338384321
"Ciempozuelos",2016,2,1234.96417141692
"Collado Villalba",2016,2,1437.14708336405
"Colmenar Viejo",2016,2,1725.00039261331
"Coslada",2016,2,1745.80933121777
"El Escorial",2016,2,1466.48214668006
"Fuenlabrada",2016,2,1354.60025797125
"Galapagar",2016,2,1370.90286938472
"Getafe",2016,2,1554.79347217064
"Guadarrama",2016,2,1259.77734200385
"Humanes De Madrid",2016,2,1284.89759745247
"La Moraleja",2016,2,4187.46017092827
"Leganés",2016,2,1544.06861873099
"Majadahonda",2016,2,2558.83622136533
"Manzanares El Real",2016,2,1486.46889119609
"Meco",2016,2,1131.92076373652
"Mejorada Del Campo",2016,2,1447.55625224835
"Molar El",2016,2,1387.93449308708
"Móstoles",2016,2,1312.43727605158
"Navalcarnero",2016,2,1238.69868085498
"Paracuellos Del Jarama",2016,2,1941.83637970386
"Parla",2016,2,1155.56054635741
"Pinto",2016,2,1547.687911611
"Pozuelo De Alarcón",2016,2,2933.36258397481
"Rivas-Vacíamadrid",2016,2,1736.46912562062
"Rozas De Madrid (Las)",2016,2,2410.74721148507
"San Agustín De Guadalix",2016,2,1658.6556262814
"San Fernando De Henares",2016,2,1873.89548011082
"San Lorenzo Del Escorial",2016,2,1679.16864773921
"San Martín De La Vega",2016,2,997.343836146098
"San Martín De Valdeiglesias",2016,2,937.927521041688
"San Sebastián De Los Reyes",2016,2,2160.47540934806
"Sevilla La Nueva",2016,2,1357.74090433593
"Torrejón De Ardoz",2016,2,1381.13568844577
"Torrelodones",2016,2,2213.02936366483
"Tres Cantos",2016,2,2409.74916056524
"Valdemoro",2016,2,1498.93588220472
"Villanueva De La Cañada",2016,2,1981.96687749236
"Villanueva Del Pardillo",2016,2,1933.31336888396
"Villaviciosa De Odón",2016,2,2342.65049896752
"Alcalá De Henares",2016,3,1488.38631883447
"Alcobendas",2016,3,2068.44144603324
"Alcorcón",2016,3,1699.56869039626
"Algete",2016,3,1369.30281911093
"Alpedrete",2016,3,1480.55413430886
"Aranjuez",2016,3,1151.84114936018
"Arganda Del Rey",2016,3,1414.21774824195
"Arroyomolinos",2016,3,1666.3882588703
"Boadilla Del Monte",2016,3,2429.53802094904
"Brunete",2016,3,1872.69178619773
"Cercedilla",2016,3,1237.85898597707
"Ciempozuelos",2016,3,1206.44477938127
"Collado Villalba",2016,3,1455.24663523302
"Colmenar Viejo",2016,3,1713.00074086677
"Coslada",2016,3,1719.54525251428
"El Escorial",2016,3,1474.35915752794
"Fuenlabrada",2016,3,1390.54393646167
"Galapagar",2016,3,1354.43327901223
"Getafe",2016,3,1579.53947311314
"Guadarrama",2016,3,1249.77368425031
"Humanes De Madrid",2016,3,1307.80434506882
"La Moraleja",2016,3,4205.41012458657
"Leganés",2016,3,1593.76746701331
"Majadahonda",2016,3,2602.94686505939
"Manzanares El Real",2016,3,1472.2946327101
"Meco",2016,3,1132.47677317191
"Mejorada Del Campo",2016,3,1474.01969422467
"Molar El",2016,3,1411.82852562636
"Móstoles",2016,3,1317.46838484653
"Navalcarnero",2016,3,1244.77281319264
"Paracuellos Del Jarama",2016,3,1914.92999045871
"Parla",2016,3,1204.09334981386
"Pinto",2016,3,1525.236111548
"Pozuelo De Alarcón",2016,3,2985.04012242944
"Rivas-Vacíamadrid",2016,3,1776.90752148972
"Rozas De Madrid (Las)",2016,3,2430.39515266658
"San Agustín De Guadalix",2016,3,1707.03032912402
"San Fernando De Henares",2016,3,1896.18119805154
"San Lorenzo Del Escorial",2016,3,1581.98750698157
"San Martín De La Vega",2016,3,988.57648961993
"San Martín De Valdeiglesias",2016,3,948.059712085259
"San Sebastián De Los Reyes",2016,3,2173.04116129794
"Sevilla La Nueva",2016,3,1374.41011979917
"Torrejón De Ardoz",2016,3,1413.38724467057
"Torrelodones",2016,3,2210.38765429038
"Tres Cantos",2016,3,2376.78386543714
"Valdemoro",2016,3,1556.41385052112
"Villanueva De La Cañada",2016,3,1899.28350205301
"Villanueva Del Pardillo",2016,3,1927.29223660368
"Villaviciosa De Odón",2016,3,2428.2752948363
"Alcalá De Henares",2016,4,1548.53611951182
"Alcobendas",2016,4,2059.56073987701
"Alcorcón",2016,4,1748.51570653361
"Algete",2016,4,1423.00332365644
"Alpedrete",2016,4,1481.01861789488
"Aranjuez",2016,4,1136.72771089235
"Arganda Del Rey",2016,4,1424.50704884895
"Arroyomolinos",2016,4,1558.1038243192
"Boadilla Del Monte",2016,4,2474.88229345284
"Brunete",2016,4,1817.19858473044
"Cercedilla",2016,4,1236.67455242244
"Ciempozuelos",2016,4,1213.22040347348
"Collado Villalba",2016,4,1468.55567260085
"Colmenar Viejo",2016,4,1737.77000638732
"Coslada",2016,4,1758.50100591689
"El Escorial",2016,4,1546.4254116969
"Fuenlabrada",2016,4,1427.33696391058
"Galapagar",2016,4,1365.34783191427
"Getafe",2016,4,1588.28616061492
"Guadarrama",2016,4,1279.37420745843
"Humanes De Madrid",2016,4,1342.66294412624
"La Moraleja",2016,4,4346.39353887565
"Leganés",2016,4,1651.58153819792
"Majadahonda",2016,4,2651.92520869623
"Manzanares El Real",2016,4,1429.99048600058
"Meco",2016,4,1169.439950095
"Mejorada Del Campo",2016,4,1424.35605650113
"Molar El",2016,4,1466.92971995233
"Móstoles",2016,4,1373.81082822207
"Navalcarnero",2016,4,1349.02093458498
"Paracuellos Del Jarama",2016,4,1945.09378823963
"Parla",2016,4,1244.04719662587
"Pinto",2016,4,1571.50183220843
"Pozuelo De Alarcón",2016,4,3012.67392712162
"Rivas-Vacíamadrid",2016,4,1735.68338347166
"Rozas De Madrid (Las)",2016,4,2418.08098239073
"San Agustín De Guadalix",2016,4,1652.81465384494
"San Fernando De Henares",2016,4,1866.54329847321
"San Lorenzo Del Escorial",2016,4,1582.68354939539
"San Martín De La Vega",2016,4,1054.2542508118
"San Martín De Valdeiglesias",2016,4,868.232939914716
"San Sebastián De Los Reyes",2016,4,2232.89937750266
"Sevilla La Nueva",2016,4,1333.86486991955
"Torrejón De Ardoz",2016,4,1414.27620843571
"Torrelodones",2016,4,2167.53461687803
"Tres Cantos",2016,4,2396.6811988907
"Valdemoro",2016,4,1453.57699420988
"Villanueva De La Cañada",2016,4,1865.63582205438
"Villanueva Del Pardillo",2016,4,1918.7670322695
"Villaviciosa De Odón",2016,4,2367.19043836741
"Alcalá De Henares",2017,1,1508.0845480464
"Alcobendas",2017,1,2067.10283693552
"Alcorcón",2017,1,1788.71436558115
"Algete",2017,1,1406.69224830715
"Alpedrete",2017,1,1506.98142125117
"Aranjuez",2017,1,1190.12144630521
"Arganda Del Rey",2017,1,1374.5485849672
"Arroyomolinos",2017,1,1530.99755055943
"Boadilla Del Monte",2017,1,2491.20210956929
"Brunete",2017,1,1774.73069704127
"Cercedilla",2017,1,1274.48637640001
"Ciempozuelos",2017,1,1272.31750818315
"Collado Villalba",2017,1,1453.07905203922
"Colmenar Viejo",2017,1,1788.11444251983
"Coslada",2017,1,1770.44699018628
"El Escorial",2017,1,1467.6596292642
"Fuenlabrada",2017,1,1411.11738797639
"Galapagar",2017,1,1355.17999441645
"Getafe",2017,1,1585.43215440058
"Guadarrama",2017,1,1280.92204031706
"Humanes De Madrid",2017,1,1368.75154850584
"La Moraleja",2017,1,4296.93583606682
"Leganés",2017,1,1646.06291895405
"Majadahonda",2017,1,2677.63796970649
"Manzanares El Real",2017,1,1463.18050398832
"Meco",2017,1,1089.37577411703
"Mejorada Del Campo",2017,1,1399.37800148895
"Molar El",2017,1,902.709670897841
"Móstoles",2017,1,1423.90354451385
"Navalcarnero",2017,1,1294.32603039493
"Paracuellos Del Jarama",2017,1,1959.69833651358
"Parla",2017,1,1211.24281435829
"Pinto",2017,1,1588.15828977454
"Pozuelo De Alarcón",2017,1,3120.74390944495
"Rivas-Vacíamadrid",2017,1,1748.71907134779
"Rozas De Madrid (Las)",2017,1,2430.26126120185
"San Agustín De Guadalix",2017,1,1624.19396719837
"San Fernando De Henares",2017,1,1842.46653296251
"San Lorenzo Del Escorial",2017,1,1574.96897146467
"San Martín De La Vega",2017,1,1046.7015786467
"San Martín De Valdeiglesias",2017,1,824.242322059965
"San Sebastián De Los Reyes",2017,1,2255.56264037916
"Sevilla La Nueva",2017,1,1349.92072325171
"Torrejón De Ardoz",2017,1,1438.29232784515
"Torrelodones",2017,1,2251.68803132178
"Tres Cantos",2017,1,2528.00901288741
"Valdemoro",2017,1,1444.47617779476
"Villanueva De La Cañada",2017,1,1893.41931743307
"Villanueva Del Pardillo",2017,1,1971.62745078894
"Villaviciosa De Odón",2017,1,2304.26515158328
"Alcalá De Henares",2017,2,1557.33278645328
"Alcobendas",2017,2,2137.80570377164
"Alcorcón",2017,2,1789.57767088934
"Algete",2017,2,1425.59071396556
"Alpedrete",2017,2,1520.15448043105
"Aranjuez",2017,2,1188.64027871281
"Arganda Del Rey",2017,2,1391.08604336918
"Arroyomolinos",2017,2,1005.47110044416
"Boadilla Del Monte",2017,2,2515.84568539873
"Brunete",2017,2,1928.66980315375
"Cercedilla",2017,2,1251.24073219372
"Ciempozuelos",2017,2,1291.49037109921
"Collado Villalba",2017,2,1456.77402314872
"Colmenar Viejo",2017,2,1763.49210606399
"Coslada",2017,2,1774.8941359028
"El Escorial",2017,2,1497.97430574611
"Fuenlabrada",2017,2,1464.46358080833
"Galapagar",2017,2,1377.59580079693
"Getafe",2017,2,1606.0509872918
"Guadarrama",2017,2,1291.70179655734
"Humanes De Madrid",2017,2,1327.48562536126
"La Moraleja",2017,2,4404.05114895326
"Leganés",2017,2,1705.95361800875
"Majadahonda",2017,2,2715.36598926432
"Manzanares El Real",2017,2,1494.59671289307
"Meco",2017,2,1092.30193160722
"Mejorada Del Campo",2017,2,1438.56346763827
"Molar El",2017,2,1480.29643055761
"Móstoles",2017,2,1437.66548701401
"Navalcarnero",2017,2,1326.67464161605
"Paracuellos Del Jarama",2017,2,2063.93324342669
"Parla",2017,2,1295.07382185799
"Pinto",2017,2,1570.70021946426
"Pozuelo De Alarcón",2017,2,3125.20522638748
"Rivas-Vacíamadrid",2017,2,1771.80626132347
"Rozas De Madrid (Las)",2017,2,2594.06534570026
"San Agustín De Guadalix",2017,2,1729.5353400549
"San Fernando De Henares",2017,2,1899.31387594105
"San Lorenzo Del Escorial",2017,2,1652.01065712433
"San Martín De La Vega",2017,2,1064.38237532316
"San Martín De Valdeiglesias",2017,2,816.997650716506
"San Sebastián De Los Reyes",2017,2,2278.24059925312
"Sevilla La Nueva",2017,2,1352.70758667788
"Torrejón De Ardoz",2017,2,1521.18166437474
"Torrelodones",2017,2,2266.03335169195
"Tres Cantos",2017,2,2621.40051573659
"Valdemoro",2017,2,1473.56408115485
"Villanueva De La Cañada",2017,2,1871.4277937844
"Villanueva Del Pardillo",2017,2,2051.72431407543
"Villaviciosa De Odón",2017,2,2445.55999156369
"Alcalá De Henares",2017,3,1561.81551572553
"Alcobendas",2017,3,2230.00396494511
"Alcorcón",2017,3,1879.74791566377
"Algete",2017,3,1437.47525844519
"Alpedrete",2017,3,1545.27461515498
"Aranjuez",2017,3,1230.0861321974
"Arganda Del Rey",2017,3,1392.95367782494
"Arroyomolinos",2017,3,1010.59198380279
"Boadilla Del Monte",2017,3,2584.53140401222
"Brunete",2017,3,1892.26585494924
"Cercedilla",2017,3,1230.40545691185
"Ciempozuelos",2017,3,1309.05860131727
"Collado Villalba",2017,3,1528.14532368082
"Colmenar Viejo",2017,3,1807.67754342594
"Coslada",2017,3,1786.04818963935
"El Escorial",2017,3,1523.29495353676
"Fuenlabrada",2017,3,1531.29973265027
"Galapagar",2017,3,1409.49585312086
"Getafe",2017,3,1670.20212132525
"Guadarrama",2017,3,1313.96528247318
"Humanes De Madrid",2017,3,1337.71986800616
"La Moraleja",2017,3,4435.92647215855
"Leganés",2017,3,1737.20986173909
"Majadahonda",2017,3,2804.56443878158
"Manzanares El Real",2017,3,1542.74052300119
"Meco",2017,3,1106.23830564874
"Mejorada Del Campo",2017,3,1417.77134679477
"Molar El",2017,3,1454.26984956659
"Móstoles",2017,3,1504.38319527297
"Navalcarnero",2017,3,1269.81048209359
"Paracuellos Del Jarama",2017,3,2026.84310847399
"Parla",2017,3,1323.33130705815
"Pinto",2017,3,1651.06998888266
"Pozuelo De Alarcón",2017,3,3146.81762353094
"Rivas-Vacíamadrid",2017,3,1826.56311621419
"Rozas De Madrid (Las)",2017,3,2644.76725630613
"San Agustín De Guadalix",2017,3,1718.87285599163
"San Fernando De Henares",2017,3,1854.03282697567
"San Lorenzo Del Escorial",2017,3,1622.93711001231
"San Martín De La Vega",2017,3,1111.84799981319
"San Martín De Valdeiglesias",2017,3,897.354014909753
"San Sebastián De Los Reyes",2017,3,2265.32504199442
"Sevilla La Nueva",2017,3,1431.01158720886
"Torrejón De Ardoz",2017,3,1539.40918325889
"Torrelodones",2017,3,2265.57961470118
"Tres Cantos",2017,3,2634.09784479901
"Valdemoro",2017,3,1505.24284464658
"Villanueva De La Cañada",2017,3,1927.71270647443
"Villanueva Del Pardillo",2017,3,2029.02786306022
"Villaviciosa De Odón",2017,3,2537.75897248527
"Alcalá De Henares",2017,4,1576.45495505314
"Alcobendas",2017,4,2253.95167033195
"Alcorcón",2017,4,1932.67344311953
"Algete",2017,4,1443.20810199209
"Alpedrete",2017,4,1622.36828659471
"Aranjuez",2017,4,1246.07484268844
"Arganda Del Rey",2017,4,1412.31626706022
"Arroyomolinos",2017,4,1030.7387959437
"Boadilla Del Monte",2017,4,2723.93749189813
"Brunete",2017,4,1892.52946519065
"Cercedilla",2017,4,1220.12811463892
"Ciempozuelos",2017,4,1211.62594673852
"Collado Villalba",2017,4,1551.2620992988
"Colmenar Viejo",2017,4,1796.70266811582
"Coslada",2017,4,1848.86200601748
"El Escorial",2017,4,1557.4395392298
"Fuenlabrada",2017,4,1526.65242699362
"Galapagar",2017,4,1439.61768624423
"Getafe",2017,4,1688.14411382109
"Guadarrama",2017,4,1338.69716503811
"Humanes De Madrid",2017,4,1390.09625042153
"La Moraleja",2017,4,4439.42724447241
"Leganés",2017,4,1771.89304979001
"Majadahonda",2017,4,2992.56896908466
"Manzanares El Real",2017,4,1574.95171767167
"Meco",2017,4,1113.73178691851
"Mejorada Del Campo",2017,4,1521.57788735793
"Molar El",2017,4,1517.38097346135
"Móstoles",2017,4,1517.14308777369
"Navalcarnero",2017,4,1276.16218348459
"Paracuellos Del Jarama",2017,4,2197.07503280495
"Parla",2017,4,1317.40703323143
"Pinto",2017,4,1710.08789017404
"Pozuelo De Alarcón",2017,4,3279.01869089344
"Rivas-Vacíamadrid",2017,4,1853.75400404418
"Rozas De Madrid (Las)",2017,4,2717.04452492874
"San Agustín De Guadalix",2017,4,1772.20980328138
"San Fernando De Henares",2017,4,1907.70255472919
"San Lorenzo Del Escorial",2017,4,1659.19491492892
"San Martín De La Vega",2017,4,1048.69982589612
"San Martín De Valdeiglesias",2017,4,820.875288259215
"San Sebastián De Los Reyes",2017,4,2410.20957267802
"Sevilla La Nueva",2017,4,1454.33520156567
"Torrejón De Ardoz",2017,4,1597.32054507423
"Torrelodones",2017,4,2369.76116405986
"Tres Cantos",2017,4,2703.89138247235
"Valdemoro",2017,4,1526.41772011012
"Villanueva De La Cañada",2017,4,2043.13650940128
"Villanueva Del Pardillo",2017,4,2041.84860017722
"Villaviciosa De Odón",2017,4,2568.99391898227
"Alcalá De Henares",2018,1,1627.58543305182
"Alcobendas",2018,1,2289.60069401453
"Alcorcón",2018,1,2031.54336557862
"Algete",2018,1,1568.87786663341
"Alpedrete",2018,1,1628.81963530513
"Aranjuez",2018,1,1282.31515059633
"Arganda Del Rey",2018,1,1517.82961253429
"Arroyomolinos",2018,1,1042.22662296815
"Boadilla Del Monte",2018,1,2741.98649678258
"Brunete",2018,1,1885.81191561348
"Cercedilla",2018,1,1225.16323532695
"Ciempozuelos",2018,1,1297.76756382256
"Collado Villalba",2018,1,1600.7486904238
"Colmenar Viejo",2018,1,1744.56969462683
"Coslada",2018,1,1884.09387971449
"El Escorial",2018,1,1533.54886099783
"Fuenlabrada",2018,1,1540.13572517166
"Galapagar",2018,1,1409.66983707013
"Getafe",2018,1,1811.88883586
"Guadarrama",2018,1,1393.91341268274
"Humanes De Madrid",2018,1,1499.58497365709
"La Moraleja",2018,1,4473.29809491673
"Leganés",2018,1,1871.10464541347
"Majadahonda",2018,1,3055.31654501201
"Manzanares El Real",2018,1,1688.1310702804
"Meco",2018,1,1143.29563056283
"Mejorada Del Campo",2018,1,1556.38277833321
"Molar El",2018,1,1494.64773870109
"Móstoles",2018,1,1565.11145942345
"Navalcarnero",2018,1,1440.66490871845
"Paracuellos Del Jarama",2018,1,2194.92527406234
"Parla",2018,1,1359.41712268297
"Pinto",2018,1,1738.72920124023
"Pozuelo De Alarcón",2018,1,3470.71611900256
"Rivas-Vacíamadrid",2018,1,1879.41973129356
"Rozas De Madrid (Las)",2018,1,2856.82432037878
"San Agustín De Guadalix",2018,1,1802.27511393757
"San Fernando De Henares",2018,1,1906.15486114776
"San Lorenzo Del Escorial",2018,1,1709.02543231147
"San Martín De La Vega",2018,1,1091.99894094369
"San Martín De Valdeiglesias",2018,1,804.593303429385
"San Sebastián De Los Reyes",2018,1,2519.48387110578
"Sevilla La Nueva",2018,1,1380.67128170466
"Torrejón De Ardoz",2018,1,1613.39288758267
"Torrelodones",2018,1,2574.58634936183
"Tres Cantos",2018,1,2797.41399476533
"Valdemoro",2018,1,1589.1804345943
"Villanueva De La Cañada",2018,1,2287.73730772775
"Villanueva Del Pardillo",2018,1,2284.05921068679
"Villaviciosa De Odón",2018,1,2586.39888946438
