"municipio","ano","quarter","precio"
"Rozas De Madrid (Las)",2008,4,3422.27845044288
"San Agustín De Guadalix",2008,4,2656.28383920232
"San Fernando De Henares",2008,4,2714.72967005367
"San Lorenzo Del Escorial",2008,4,2601.32942802351
"San Martín De La Vega",2008,4,1992.33065142101
"San Martín De Valdeiglesias",2008,4,NA
"San Sebastián De Los Reyes",2008,4,3152.71755456679
"Sevilla La Nueva",2008,4,2179.17451341318
"Torrejón De Ardoz",2008,4,2360.51931335097
"Torrelodones",2008,4,2932.46325903273
"Tres Cantos",2008,4,3270.93052265579
"Valdemoro",2008,4,2264.90617479969
"Villanueva De La Cañada",2008,4,NA
"Villanueva Del Pardillo",2008,4,2920.52823892347
"Villaviciosa De Odón",2008,4,NA
"Alcalá De Henares",2009,1,2460.74904850427
"Alcobendas",2009,1,3134.76859592121
"Alcorcón",2009,1,2582.3454549422
"Algete",2009,1,2206.01210089187
"Alpedrete",2009,1,2471.4274106577
"Aranjuez",2009,1,2156.32864869558
"Arganda Del Rey",2009,1,2237.59387579617
"Arroyomolinos",2009,1,2291.69772923221
"Boadilla Del Monte",2009,1,3354.62886975378
"Brunete",2009,1,2567.01487965721
"Cercedilla",2009,1,NA
"Ciempozuelos",2009,1,2017.8309825324
"Collado Villalba",2009,1,2396.13305136435
"Colmenar Viejo",2009,1,2632.26953116529
"Coslada",2009,1,2579.66395536605
"El Escorial",2009,1,2356.31928392417
"Fuenlabrada",2009,1,2236.3103490496
"Galapagar",2009,1,2298.60940372837
"Getafe",2009,1,2604.16345974336
"Guadarrama",2009,1,2224.7402274203
"Humanes De Madrid",2009,1,2075.30331952944
"La Moraleja",2009,1,5353.70852530567
"Leganés",2009,1,2584.72824104424
"Majadahonda",2009,1,3615.96625588966
"Manzanares El Real",2009,1,NA
"Meco",2009,1,NA
"Mejorada Del Campo",2009,1,2379.26417880369
"Molar El",2009,1,NA
"Móstoles",2009,1,2137.24971430922
"Navalcarnero",2009,1,2074.04678382983
"Paracuellos Del Jarama",2009,1,2711.67697109827
"Parla",2009,1,2084.59874543643
"Pinto",2009,1,2463.46833277499
"Pozuelo De Alarcón",2009,1,3881.53560290517
"Rivas-Vacíamadrid",2009,1,2456.78731010711
"Rozas De Madrid (Las)",2009,1,3355.09215187104
"San Agustín De Guadalix",2009,1,2594.13582641387
"San Fernando De Henares",2009,1,2665.51309853102
"San Lorenzo Del Escorial",2009,1,2606.32174638327
"San Martín De La Vega",2009,1,1909.73050113666
"San Martín De Valdeiglesias",2009,1,NA
"San Sebastián De Los Reyes",2009,1,3008.26297372486
"Sevilla La Nueva",2009,1,2112.1248726458
"Torrejón De Ardoz",2009,1,2279.62671674669
"Torrelodones",2009,1,2881.27663720091
"Tres Cantos",2009,1,3140.5517993752
"Valdemoro",2009,1,2221.56693886488
"Villanueva De La Cañada",2009,1,3060.06559092991
"Villanueva Del Pardillo",2009,1,2821.28587072691
"Villaviciosa De Odón",2009,1,NA
"Alcalá De Henares",2009,2,2414.22565731213
"Alcobendas",2009,2,3094.1963072664
"Alcorcón",2009,2,2517.01381601645
"Algete",2009,2,2093.73124694762
"Alpedrete",2009,2,2428.47303809239
"Aranjuez",2009,2,2082.93644725788
"Arganda Del Rey",2009,2,2187.74791821377
"Arroyomolinos",2009,2,2221.52392418582
"Boadilla Del Monte",2009,2,3296.03807848603
"Brunete",2009,2,2511.56564980663
"Cercedilla",2009,2,NA
"Ciempozuelos",2009,2,2041.86041563833
"Collado Villalba",2009,2,2359.42781435387
"Colmenar Viejo",2009,2,2562.93560449762
"Coslada",2009,2,2479.16581500617
"El Escorial",2009,2,2383.21166014953
"Fuenlabrada",2009,2,2179.96906819111
"Galapagar",2009,2,2273.61873252814
"Getafe",2009,2,2533.38364824417
"Guadarrama",2009,2,2131.27308058482
"Humanes De Madrid",2009,2,2022.20940425118
"La Moraleja",2009,2,5376.25526149303
"Leganés",2009,2,2516.10039163941
"Majadahonda",2009,2,3503.19080779966
"Manzanares El Real",2009,2,NA
"Meco",2009,2,NA
"Mejorada Del Campo",2009,2,2459.86054290728
"Molar El",2009,2,2432.98006767646
"Móstoles",2009,2,2091.25998351938
"Navalcarnero",2009,2,2025.18627773904
"Paracuellos Del Jarama",2009,2,2614.37718538763
"Parla",2009,2,1965.15788371019
"Pinto",2009,2,2394.33381285794
"Pozuelo De Alarcón",2009,2,3848.5312097509
"Rivas-Vacíamadrid",2009,2,2396.36471466578
"Rozas De Madrid (Las)",2009,2,3256.76287745616
"San Agustín De Guadalix",2009,2,2489.88556057384
"San Fernando De Henares",2009,2,2574.71141381256
"San Lorenzo Del Escorial",2009,2,2521.79969557818
"San Martín De La Vega",2009,2,1836.80433885999
"San Martín De Valdeiglesias",2009,2,NA
"San Sebastián De Los Reyes",2009,2,2953.46004419006
"Sevilla La Nueva",2009,2,2047.56581777146
"Torrejón De Ardoz",2009,2,2240.99729671554
"Torrelodones",2009,2,2878.69140605678
"Tres Cantos",2009,2,3145.82723524687
"Valdemoro",2009,2,2146.15956830846
"Villanueva De La Cañada",2009,2,2913.6308499389
"Villanueva Del Pardillo",2009,2,2692.38166751973
"Villaviciosa De Odón",2009,2,3046.95474897935
"Alcalá De Henares",2009,3,2358.13833737077
"Alcobendas",2009,3,2998.44783043685
"Alcorcón",2009,3,2477.72017159461
"Algete",2009,3,2014.30601680583
"Alpedrete",2009,3,2409.29058927319
"Aranjuez",2009,3,2020.96390685247
"Arganda Del Rey",2009,3,2181.60543952511
"Arroyomolinos",2009,3,2179.44747104527
"Boadilla Del Monte",2009,3,3252.43473147468
"Brunete",2009,3,2479.96661920267
"Cercedilla",2009,3,2059.94235988262
"Ciempozuelos",2009,3,2084.23241639133
"Collado Villalba",2009,3,2315.5217280924
"Colmenar Viejo",2009,3,2543.81301177232
"Coslada",2009,3,2469.91752975139
"El Escorial",2009,3,2342.44057604882
"Fuenlabrada",2009,3,2167.46564863322
"Galapagar",2009,3,2244.00898081821
"Getafe",2009,3,2515.41765967582
"Guadarrama",2009,3,2134.51159763804
"Humanes De Madrid",2009,3,2050.27274368874
"La Moraleja",2009,3,5456.32121671216
"Leganés",2009,3,2502.80648693814
"Majadahonda",2009,3,3424.39865379138
"Manzanares El Real",2009,3,2449.29928705091
"Meco",2009,3,NA
"Mejorada Del Campo",2009,3,2410.98510827691
"Molar El",2009,3,2331.69926024285
"Móstoles",2009,3,2085.72978141897
"Navalcarnero",2009,3,2031.53262600944
"Paracuellos Del Jarama",2009,3,2585.49770022629
"Parla",2009,3,1960.73702448492
"Pinto",2009,3,2338.26382359522
"Pozuelo De Alarcón",2009,3,3851.22364788199
"Rivas-Vacíamadrid",2009,3,2409.00037937813
"Rozas De Madrid (Las)",2009,3,3215.39327632987
"San Agustín De Guadalix",2009,3,2443.0295547893
"San Fernando De Henares",2009,3,2531.24395120674
"San Lorenzo Del Escorial",2009,3,2473.84155049296
"San Martín De La Vega",2009,3,1762.46071260647
"San Martín De Valdeiglesias",2009,3,NA
"San Sebastián De Los Reyes",2009,3,2915.5518873504
"Sevilla La Nueva",2009,3,2069.62600163527
"Torrejón De Ardoz",2009,3,2236.4432989402
"Torrelodones",2009,3,2751.70708172301
"Tres Cantos",2009,3,3112.22112625632
"Valdemoro",2009,3,2127.44858784393
"Villanueva De La Cañada",2009,3,2842.56474441708
"Villanueva Del Pardillo",2009,3,2691.22196345963
"Villaviciosa De Odón",2009,3,3011.44205541204
"Alcalá De Henares",2009,4,2337.47524492236
"Alcobendas",2009,4,2944.60897371911
"Alcorcón",2009,4,2471.65897863993
"Algete",2009,4,2020.26917526089
"Alpedrete",2009,4,2353.74587645968
"Aranjuez",2009,4,1981.4912400227
"Arganda Del Rey",2009,4,2106.73197140414
"Arroyomolinos",2009,4,2173.66151525432
"Boadilla Del Monte",2009,4,3200.65867289349
"Brunete",2009,4,2431.46768492161
"Cercedilla",2009,4,2048.92344881598
"Ciempozuelos",2009,4,1997.84892978786
"Collado Villalba",2009,4,2292.47000422875
"Colmenar Viejo",2009,4,2479.16215810994
"Coslada",2009,4,2491.50475152853
"El Escorial",2009,4,2307.05823387976
"Fuenlabrada",2009,4,2149.84827273546
"Galapagar",2009,4,2216.2327232993
"Getafe",2009,4,2447.40830024769
"Guadarrama",2009,4,2072.02321775724
"Humanes De Madrid",2009,4,2006.14145021771
"La Moraleja",2009,4,5437.58407999133
"Leganés",2009,4,2497.21645474922
"Majadahonda",2009,4,3440.41813921886
"Manzanares El Real",2009,4,2352.94757025393
"Meco",2009,4,NA
"Mejorada Del Campo",2009,4,2368.69477666922
"Molar El",2009,4,2249.72215266124
"Móstoles",2009,4,2045.43080947657
"Navalcarnero",2009,4,2040.25298855719
"Paracuellos Del Jarama",2009,4,2555.17523776876
"Parla",2009,4,1922.08943908848
"Pinto",2009,4,2354.44291734011
"Pozuelo De Alarcón",2009,4,3800.12833078254
"Rivas-Vacíamadrid",2009,4,2384.25645592741
"Rozas De Madrid (Las)",2009,4,3193.06845190669
"San Agustín De Guadalix",2009,4,2420.57203693469
"San Fernando De Henares",2009,4,2515.39553044672
"San Lorenzo Del Escorial",2009,4,2491.3605864029
"San Martín De La Vega",2009,4,1759.20375167861
"San Martín De Valdeiglesias",2009,4,NA
"San Sebastián De Los Reyes",2009,4,2915.96054046681
"Sevilla La Nueva",2009,4,2042.69459903815
"Torrejón De Ardoz",2009,4,2210.21355773747
"Torrelodones",2009,4,2783.01088558638
"Tres Cantos",2009,4,3112.06062098288
"Valdemoro",2009,4,2111.39885822021
"Villanueva De La Cañada",2009,4,2802.80749425568
"Villanueva Del Pardillo",2009,4,2669.73026678406
"Villaviciosa De Odón",2009,4,2965.52836388029
"Alcalá De Henares",2010,1,2278.98255492192
"Alcobendas",2010,1,2879.16482954649
"Alcorcón",2010,1,2459.80733371422
"Algete",2010,1,2017.16352936729
"Alpedrete",2010,1,2346.26927395817
"Aranjuez",2010,1,1942.07479938682
"Arganda Del Rey",2010,1,2100.46681056457
"Arroyomolinos",2010,1,2202.90960900943
"Boadilla Del Monte",2010,1,3192.54267499629
"Brunete",2010,1,2465.84785624378
"Cercedilla",2010,1,2086.85141125468
"Ciempozuelos",2010,1,1960.62187623297
"Collado Villalba",2010,1,2266.13588543256
"Colmenar Viejo",2010,1,2415.41878879192
"Coslada",2010,1,2467.86591730072
"El Escorial",2010,1,2288.4697313882
"Fuenlabrada",2010,1,2118.74968097657
"Galapagar",2010,1,2214.38508809257
"Getafe",2010,1,2416.18901349641
"Guadarrama",2010,1,2034.75917765285
"Humanes De Madrid",2010,1,2026.39882185069
"La Moraleja",2010,1,5307.35324898678
"Leganés",2010,1,2414.83102693062
"Majadahonda",2010,1,3444.48711922912
"Manzanares El Real",2010,1,2313.21939412146
"Meco",2010,1,NA
"Mejorada Del Campo",2010,1,2314.45356371769
"Molar El",2010,1,2175.52141065057
"Móstoles",2010,1,2020.60103757446
"Navalcarnero",2010,1,2027.65824001949
"Paracuellos Del Jarama",2010,1,2502.7540853441
"Parla",2010,1,1895.20064183844
"Pinto",2010,1,2307.02206718027
"Pozuelo De Alarcón",2010,1,3780.35704334191
"Rivas-Vacíamadrid",2010,1,2308.30775702183
"Rozas De Madrid (Las)",2010,1,3208.61313008437
"San Agustín De Guadalix",2010,1,2356.16176093949
"San Fernando De Henares",2010,1,2548.59739900217
"San Lorenzo Del Escorial",2010,1,2499.2030151989
"San Martín De La Vega",2010,1,1719.93787140034
"San Martín De Valdeiglesias",2010,1,NA
"San Sebastián De Los Reyes",2010,1,2835.35358304611
"Sevilla La Nueva",2010,1,2040.3618623657
"Torrejón De Ardoz",2010,1,2173.61472919933
"Torrelodones",2010,1,2829.56096638299
"Tres Cantos",2010,1,3154.33513271116
"Valdemoro",2010,1,2056.60636992999
"Villanueva De La Cañada",2010,1,2793.45529181391
"Villanueva Del Pardillo",2010,1,2612.988190664
"Villaviciosa De Odón",2010,1,2927.31319713644
"Alcalá De Henares",2010,2,2209.24218996928
"Alcobendas",2010,2,2824.9852147247
"Alcorcón",2010,2,2423.07387175207
"Algete",2010,2,2022.62044573142
"Alpedrete",2010,2,2314.77652531913
"Aranjuez",2010,2,1876.54870680578
"Arganda Del Rey",2010,2,2104.65838431699
"Arroyomolinos",2010,2,2153.85227214718
"Boadilla Del Monte",2010,2,3132.25633215152
"Brunete",2010,2,2464.12006837232
"Cercedilla",2010,2,2105.56463072568
"Ciempozuelos",2010,2,1950.6216208975
"Collado Villalba",2010,2,2245.33080926715
"Colmenar Viejo",2010,2,2409.08031616259
"Coslada",2010,2,2426.40539818159
"El Escorial",2010,2,2284.23710632228
"Fuenlabrada",2010,2,2082.2402466353
"Galapagar",2010,2,2171.50107154525
"Getafe",2010,2,2335.13648008066
"Guadarrama",2010,2,2058.94208241544
"Humanes De Madrid",2010,2,2071.48941084874
"La Moraleja",2010,2,5181.31342574824
"Leganés",2010,2,2377.10165112553
"Majadahonda",2010,2,3484.74286500546
"Manzanares El Real",2010,2,2178.31771880975
"Meco",2010,2,NA
"Mejorada Del Campo",2010,2,2275.4435576647
"Molar El",2010,2,2168.48829074041
"Móstoles",2010,2,1974.85759265345
"Navalcarnero",2010,2,2025.60055879376
"Paracuellos Del Jarama",2010,2,2497.92403077367
"Parla",2010,2,1819.57438233324
"Pinto",2010,2,2268.54763054012
"Pozuelo De Alarcón",2010,2,3796.15239633038
"Rivas-Vacíamadrid",2010,2,2328.10263342472
"Rozas De Madrid (Las)",2010,2,3126.15846170693
"San Agustín De Guadalix",2010,2,2301.97292364719
"San Fernando De Henares",2010,2,2544.63196948014
"San Lorenzo Del Escorial",2010,2,2465.53695670439
"San Martín De La Vega",2010,2,1663.32472765755
"San Martín De Valdeiglesias",2010,2,NA
"San Sebastián De Los Reyes",2010,2,2761.77143760244
"Sevilla La Nueva",2010,2,1974.53583131395
"Torrejón De Ardoz",2010,2,2116.01263922249
"Torrelodones",2010,2,2729.8937492472
"Tres Cantos",2010,2,3141.58688251519
"Valdemoro",2010,2,2067.98208389091
"Villanueva De La Cañada",2010,2,2822.92585010547
"Villanueva Del Pardillo",2010,2,2584.63114795067
"Villaviciosa De Odón",2010,2,2873.78820352563
"Alcalá De Henares",2010,3,2213.40091124103
"Alcobendas",2010,3,2850.76845932677
"Alcorcón",2010,3,2413.8485328175
"Algete",2010,3,2015.46649268847
"Alpedrete",2010,3,2309.91337637151
"Aranjuez",2010,3,1880.92016677581
"Arganda Del Rey",2010,3,2057.62172357136
"Arroyomolinos",2010,3,2186.17487904232
"Boadilla Del Monte",2010,3,3125.67715300681
"Brunete",2010,3,2461.50224525763
"Cercedilla",2010,3,2064.5016747084
"Ciempozuelos",2010,3,1955.15192284339
"Collado Villalba",2010,3,2195.4951347743
"Colmenar Viejo",2010,3,2397.1021298608
"Coslada",2010,3,2396.90685207473
"El Escorial",2010,3,2244.42367027541
"Fuenlabrada",2010,3,2058.9902708377
"Galapagar",2010,3,2137.7345228467
"Getafe",2010,3,2340.65017787812
"Guadarrama",2010,3,2109.82820786865
"Humanes De Madrid",2010,3,2075.98852780214
"La Moraleja",2010,3,5061.79692029069
"Leganés",2010,3,2377.62418065351
"Majadahonda",2010,3,3451.01736252392
"Manzanares El Real",2010,3,2201.05892401731
"Meco",2010,3,NA
"Mejorada Del Campo",2010,3,2188.0028091883
"Molar El",2010,3,2181.58198192666
"Móstoles",2010,3,1958.61155190764
"Navalcarnero",2010,3,1996.38595021168
"Paracuellos Del Jarama",2010,3,2523.54874440946
"Parla",2010,3,1787.78790024036
"Pinto",2010,3,2274.22197949638
"Pozuelo De Alarcón",2010,3,3792.83931727293
"Rivas-Vacíamadrid",2010,3,2333.70410172255
"Rozas De Madrid (Las)",2010,3,3190.69382676867
"San Agustín De Guadalix",2010,3,2280.54623973396
"San Fernando De Henares",2010,3,2529.72523425514
"San Lorenzo Del Escorial",2010,3,2393.2882839484
"San Martín De La Vega",2010,3,1649.22947794771
"San Martín De Valdeiglesias",2010,3,NA
"San Sebastián De Los Reyes",2010,3,2789.12389345557
"Sevilla La Nueva",2010,3,1951.63905110747
"Torrejón De Ardoz",2010,3,2120.70445516869
"Torrelodones",2010,3,2733.66725385978
"Tres Cantos",2010,3,3110.59605985122
"Valdemoro",2010,3,2060.39038294361
"Villanueva De La Cañada",2010,3,2808.73251469514
"Villanueva Del Pardillo",2010,3,2586.65232727278
"Villaviciosa De Odón",2010,3,2921.47093885161
"Alcalá De Henares",2010,4,2195.48027007397
"Alcobendas",2010,4,2839.04885319776
"Alcorcón",2010,4,2400.55568525382
"Algete",2010,4,1981.32561405965
"Alpedrete",2010,4,2239.19004043228
"Aranjuez",2010,4,1855.68711530819
"Arganda Del Rey",2010,4,2095.61265028714
"Arroyomolinos",2010,4,2147.65114505644
"Boadilla Del Monte",2010,4,3063.27665610626
"Brunete",2010,4,2396.58581319712
"Cercedilla",2010,4,2074.30953883991
"Ciempozuelos",2010,4,1921.65524255975
"Collado Villalba",2010,4,2139.81957282851
"Colmenar Viejo",2010,4,2354.43806861579
"Coslada",2010,4,2370.1600324127
"El Escorial",2010,4,2202.25296578294
"Fuenlabrada",2010,4,2000.03155467077
"Galapagar",2010,4,2098.14715323454
"Getafe",2010,4,2266.89982398243
"Guadarrama",2010,4,2069.34160658099
"Humanes De Madrid",2010,4,2044.29372741623
"La Moraleja",2010,4,4931.67838248399
"Leganés",2010,4,2324.23843350707
"Majadahonda",2010,4,3399.02315551682
"Manzanares El Real",2010,4,2204.76510244102
"Meco",2010,4,1873.54380939016
"Mejorada Del Campo",2010,4,2136.36876104062
"Molar El",2010,4,2158.61299814358
"Móstoles",2010,4,1951.29554035449
"Navalcarnero",2010,4,1946.20975015422
"Paracuellos Del Jarama",2010,4,2452.55002352172
"Parla",2010,4,1774.98712830661
"Pinto",2010,4,2185.67927101846
"Pozuelo De Alarcón",2010,4,3828.45718460112
"Rivas-Vacíamadrid",2010,4,2307.8179632156
"Rozas De Madrid (Las)",2010,4,3157.92113124991
"San Agustín De Guadalix",2010,4,2249.69474167879
"San Fernando De Henares",2010,4,2454.6571552087
"San Lorenzo Del Escorial",2010,4,2360.83530255553
"San Martín De La Vega",2010,4,1677.89614822615
"San Martín De Valdeiglesias",2010,4,1453.40196559777
"San Sebastián De Los Reyes",2010,4,2759.51877422958
"Sevilla La Nueva",2010,4,1932.47118495793
"Torrejón De Ardoz",2010,4,2097.12128858291
"Torrelodones",2010,4,2711.50069279217
"Tres Cantos",2010,4,3057.78372180634
"Valdemoro",2010,4,2042.255123268
"Villanueva De La Cañada",2010,4,2670.47214753591
"Villanueva Del Pardillo",2010,4,2588.50847514923
"Villaviciosa De Odón",2010,4,2986.59448098443
"Alcalá De Henares",2011,1,2144.01299505823
"Alcobendas",2011,1,2754.55121153755
"Alcorcón",2011,1,2358.2306485872
"Algete",2011,1,1974.93815845653
"Alpedrete",2011,1,2165.33669598239
"Aranjuez",2011,1,1798.16978531163
"Arganda Del Rey",2011,1,2062.38218256414
"Arroyomolinos",2011,1,2079.8179802706
"Boadilla Del Monte",2011,1,3053.35193544489
"Brunete",2011,1,2376.1259394804
"Cercedilla",2011,1,2002.5818430902
"Ciempozuelos",2011,1,1862.0503657489
"Collado Villalba",2011,1,2110.551858366
"Colmenar Viejo",2011,1,2245.35923472871
"Coslada",2011,1,2330.8063997143
"El Escorial",2011,1,2147.95616955408
"Fuenlabrada",2011,1,1939.35642132378
"Galapagar",2011,1,2044.42412000544
"Getafe",2011,1,2220.1598205955
"Guadarrama",2011,1,2033.47467477777
"Humanes De Madrid",2011,1,1985.59114719148
"La Moraleja",2011,1,4935.23473948537
"Leganés",2011,1,2264.73529974749
"Majadahonda",2011,1,3359.94379214246
"Manzanares El Real",2011,1,2135.22564563581
"Meco",2011,1,1854.35832688621
"Mejorada Del Campo",2011,1,2101.43462042481
"Molar El",2011,1,2126.25619373633
"Móstoles",2011,1,1921.02048175229
"Navalcarnero",2011,1,1900.78411888305
"Paracuellos Del Jarama",2011,1,2372.15557606999
"Parla",2011,1,1748.33123674044
"Pinto",2011,1,2151.58298246251
"Pozuelo De Alarcón",2011,1,3822.35723122817
"Rivas-Vacíamadrid",2011,1,2260.86775188956
"Rozas De Madrid (Las)",2011,1,3126.38782971183
"San Agustín De Guadalix",2011,1,2231.09140954181
"San Fernando De Henares",2011,1,2410.2810057246
"San Lorenzo Del Escorial",2011,1,2261.94090564272
"San Martín De La Vega",2011,1,1613.74094349967
"San Martín De Valdeiglesias",2011,1,1466.63185110974
"San Sebastián De Los Reyes",2011,1,2738.54288744539
"Sevilla La Nueva",2011,1,1879.49657897833
"Torrejón De Ardoz",2011,1,2044.2303769424
"Torrelodones",2011,1,2668.71373506202
"Tres Cantos",2011,1,3006.03447737908
"Valdemoro",2011,1,2006.66426954296
"Villanueva De La Cañada",2011,1,2642.36203343331
"Villanueva Del Pardillo",2011,1,2526.40367345422
"Villaviciosa De Odón",2011,1,2919.5745378263
"Alcalá De Henares",2011,2,2096.48799523849
"Alcobendas",2011,2,2713.24207150636
"Alcorcón",2011,2,2302.26374857095
"Algete",2011,2,1960.63573025054
"Alpedrete",2011,2,2110.96106440214
"Aranjuez",2011,2,1755.514107795
"Arganda Del Rey",2011,2,2010.69666199733
"Arroyomolinos",2011,2,2095.97150361149
"Boadilla Del Monte",2011,2,2958.18070634257
"Brunete",2011,2,2340.66281973762
"Cercedilla",2011,2,2007.25815680136
"Ciempozuelos",2011,2,1861.46245622342
"Collado Villalba",2011,2,2067.63770295759
"Colmenar Viejo",2011,2,2215.33727059095
"Coslada",2011,2,2282.21486675827
"El Escorial",2011,2,2038.82492398409
"Fuenlabrada",2011,2,1906.19057462144
"Galapagar",2011,2,1987.45321986583
"Getafe",2011,2,2118.99284809855
"Guadarrama",2011,2,1946.09867353529
"Humanes De Madrid",2011,2,1912.52294408873
"La Moraleja",2011,2,4869.08782294705
"Leganés",2011,2,2196.39152953541
"Majadahonda",2011,2,3266.54411471849
"Manzanares El Real",2011,2,2101.55209437661
"Meco",2011,2,1725.42264701443
"Mejorada Del Campo",2011,2,2073.78909960853
"Molar El",2011,2,2105.28226843653
"Móstoles",2011,2,1855.61953281415
"Navalcarnero",2011,2,1860.93741449692
"Paracuellos Del Jarama",2011,2,2309.15545098467
"Parla",2011,2,1713.41030995413
"Pinto",2011,2,2126.89524089095
"Pozuelo De Alarcón",2011,2,3758.10717907484
"Rivas-Vacíamadrid",2011,2,2263.81316420004
"Rozas De Madrid (Las)",2011,2,3052.83524213999
"San Agustín De Guadalix",2011,2,2208.9043258901
"San Fernando De Henares",2011,2,2331.55703556749
"San Lorenzo Del Escorial",2011,2,2249.44012175899
"San Martín De La Vega",2011,2,1555.44462540502
"San Martín De Valdeiglesias",2011,2,1456.73000334303
"San Sebastián De Los Reyes",2011,2,2650.44241871595
"Sevilla La Nueva",2011,2,1918.81173025727
"Torrejón De Ardoz",2011,2,1963.29406980514
"Torrelodones",2011,2,2615.53421396145
"Tres Cantos",2011,2,2956.40630834618
"Valdemoro",2011,2,1959.9943420513
"Villanueva De La Cañada",2011,2,2603.11881786149
"Villanueva Del Pardillo",2011,2,2500.16198578981
"Villaviciosa De Odón",2011,2,2826.15264435454
"Alcalá De Henares",2011,3,2070.18647309905
"Alcobendas",2011,3,2717.74361257248
"Alcorcón",2011,3,2270.98279320658
"Algete",2011,3,1954.59185369208
"Alpedrete",2011,3,2082.42663531267
"Aranjuez",2011,3,1747.73697173001
"Arganda Del Rey",2011,3,1979.72954464055
"Arroyomolinos",2011,3,2070.83962275567
"Boadilla Del Monte",2011,3,2974.00887287861
"Brunete",2011,3,2318.48083681162
"Cercedilla",2011,3,1982.98541173641
"Ciempozuelos",2011,3,1831.01470090465
"Collado Villalba",2011,3,2054.67818981015
"Colmenar Viejo",2011,3,2173.83655995231
"Coslada",2011,3,2250.55028612917
"El Escorial",2011,3,2009.76695588482
"Fuenlabrada",2011,3,1901.9767509676
"Galapagar",2011,3,1974.37603675151
"Getafe",2011,3,2069.25920863812
"Guadarrama",2011,3,1899.55437390977
"Humanes De Madrid",2011,3,1885.14988278904
"La Moraleja",2011,3,4834.05722777944
"Leganés",2011,3,2160.24221165517
"Majadahonda",2011,3,3201.59145092416
"Manzanares El Real",2011,3,2112.82915420576
"Meco",2011,3,1668.58743306423
"Mejorada Del Campo",2011,3,2058.95761532254
"Molar El",2011,3,2089.67298102731
"Móstoles",2011,3,1834.09442161922
"Navalcarnero",2011,3,1839.36422666037
"Paracuellos Del Jarama",2011,3,2322.38861288172
"Parla",2011,3,1704.14469901132
"Pinto",2011,3,2106.3001087863
"Pozuelo De Alarcón",2011,3,3680.15333071684
"Rivas-Vacíamadrid",2011,3,2237.89284893624
"Rozas De Madrid (Las)",2011,3,3010.00258503569
"San Agustín De Guadalix",2011,3,2165.4818930928
"San Fernando De Henares",2011,3,2351.6777300305
"San Lorenzo Del Escorial",2011,3,2194.54940184358
"San Martín De La Vega",2011,3,1561.86662663585
"San Martín De Valdeiglesias",2011,3,1381.04565382832
"San Sebastián De Los Reyes",2011,3,2637.6671655775
"Sevilla La Nueva",2011,3,1936.43630005273
"Torrejón De Ardoz",2011,3,1923.32848922631
"Torrelodones",2011,3,2584.20008615636
"Tres Cantos",2011,3,2871.69003960074
"Valdemoro",2011,3,1942.97687297759
"Villanueva De La Cañada",2011,3,2658.61233597047
"Villanueva Del Pardillo",2011,3,2462.72802141624
"Villaviciosa De Odón",2011,3,2879.12823541941
"Alcalá De Henares",2011,4,1920.97348992984
"Alcobendas",2011,4,2585.76932455192
"Alcorcón",2011,4,2146.5214309262
"Algete",2011,4,1921.12117560899
"Alpedrete",2011,4,2043.00153758801
"Aranjuez",2011,4,1643.06560530514
"Arganda Del Rey",2011,4,1803.40218633173
"Arroyomolinos",2011,4,1984.6029324689
"Boadilla Del Monte",2011,4,2879.65479797361
"Brunete",2011,4,2219.78702551161
"Cercedilla",2011,4,1874.4345058037
"Ciempozuelos",2011,4,1738.19291628713
"Collado Villalba",2011,4,1992.44186918676
"Colmenar Viejo",2011,4,2122.07864635444
"Coslada",2011,4,2205.94547804147
"El Escorial",2011,4,1984.4402936745
"Fuenlabrada",2011,4,1813.7027892921
"Galapagar",2011,4,1924.07212379237
"Getafe",2011,4,1982.95011888617
"Guadarrama",2011,4,1843.15402293837
"Humanes De Madrid",2011,4,1851.45973559218
"La Moraleja",2011,4,4814.10351868042
"Leganés",2011,4,2025.84248316607
"Majadahonda",2011,4,3162.03450823005
"Manzanares El Real",2011,4,2056.75716546947
"Meco",2011,4,1641.60113247672
"Mejorada Del Campo",2011,4,2053.88977971876
"Molar El",2011,4,2018.9832278673
"Móstoles",2011,4,1778.5724178509
"Navalcarnero",2011,4,1785.39319345679
"Paracuellos Del Jarama",2011,4,2329.32694151776
"Parla",2011,4,1599.30797250102
"Pinto",2011,4,2030.36297933542
"Pozuelo De Alarcón",2011,4,3607.10124337781
"Rivas-Vacíamadrid",2011,4,2132.22752650393
"Rozas De Madrid (Las)",2011,4,2934.58538949531
"San Agustín De Guadalix",2011,4,2134.93965647694
"San Fernando De Henares",2011,4,2279.3427405638
"San Lorenzo Del Escorial",2011,4,2199.4869611356
"San Martín De La Vega",2011,4,1509.32259464562
"San Martín De Valdeiglesias",2011,4,1304.34613244973
"San Sebastián De Los Reyes",2011,4,2609.93695628318
"Sevilla La Nueva",2011,4,1928.88196762125
"Torrejón De Ardoz",2011,4,1789.64470449572
"Torrelodones",2011,4,2510.18857155265
"Tres Cantos",2011,4,2767.69408166437
"Valdemoro",2011,4,1891.72319449844
"Villanueva De La Cañada",2011,4,2584.1001890364
"Villanueva Del Pardillo",2011,4,2412.76485182239
"Villaviciosa De Odón",2011,4,2740.64214439238
"Alcalá De Henares",2012,1,1858.80241134212
