id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20707974,Habitación doble con TV en aeropuerto,4184655,Carlos,Barajas,Casco Histórico de Barajas,40.47370939559183,-3.5817205608854024,Private room,29,1,193,2018-11-04,13.66,2,160
20710885,LARGE AND BRIGHT APT WITH ALL AMENITIES GRAN VÍA,19460792,Massimo,Centro,Universidad,40.420610446580014,-3.703912436514531,Entire home/apt,103,2,76,2018-10-23,5.39,1,289
20715494,Tendrás todo para estar bien en mi casa. Habt 1,148320429,Jose,Latina,Aluche,40.3875582277358,-3.757174652900264,Private room,17,3,0,,,2,125
20716172,Elegant and centric flat,3566146,Home Club,Centro,Palacio,40.419377706085704,-3.7101448702773374,Entire home/apt,175,2,3,2018-11-07,0.35,75,302
20717365,Hortaleza City Center I,54310958,Be Mate,Centro,Justicia,40.42048979015558,-3.7008886239140932,Entire home/apt,124,2,13,2018-09-27,0.97,46,0
20717645,Elegant flat in the center,3566146,Home Club,Centro,Palacio,40.41956447155214,-3.7098017213946766,Entire home/apt,124,2,0,,,75,335
20717777,Hortaleza City Center II,54310958,Be Mate,Centro,Justicia,40.42139775193378,-3.69953730628853,Entire home/apt,112,2,13,2018-09-26,0.93,46,0
20718612,Centric and exclusive - Canaan Santo Domingo III,3566146,Home Club,Centro,Palacio,40.419651324175796,-3.709331946069305,Entire home/apt,160,2,1,2018-10-02,0.81,75,295
20719225,Modern and Centric,3566146,Home Club,Centro,Palacio,40.41988358037933,-3.7083828825806737,Entire home/apt,175,2,3,2018-11-02,0.36,75,317
20720685,Apartamento acogedor cerca del centro de Madrid.,148107555,Fernando,Moratalaz,Media Legua,40.40744747416759,-3.6596016722093703,Entire home/apt,55,2,31,2018-10-31,2.35,1,299
20720866,GRAN VÍA/ PLAZA ESPAÑA **Vanguard Apartment**,28786243,Emilio,Centro,Sol,40.41960986448171,-3.7005868416654155,Entire home/apt,85,1,40,2018-10-11,2.84,37,35
20721293,Amazing and Centric - Canaan Santo Domingo V,3566146,Home Club,Centro,Palacio,40.42092159892439,-3.70809047068926,Entire home/apt,165,2,1,2018-10-21,1,75,284
20721519,Precioso apartamento MADRID CENTRO,132049137,Víctor,Centro,Cortes,40.41089177282658,-3.695408432455746,Entire home/apt,52,2,36,2018-11-05,2.54,8,72
20721901,Modern and Centric - Canaan Santo Domingo VI,3566146,Home Club,Centro,Palacio,40.420389075059724,-3.710162483593766,Entire home/apt,160,3,0,,,75,311
20722325,Espacioso y céntrico piso de 3 dorm - Home Club,3566146,Home Club,Centro,Palacio,40.419473576207594,-3.7081813690470997,Entire home/apt,247,3,3,2018-03-04,0.27,75,314
20722593,2D en el tranquilo barrio de Austrias - Home Club,3566146,Home Club,Centro,Palacio,40.4207753207446,-3.7097101394986867,Entire home/apt,160,2,1,2018-10-20,1,75,338
20722691,Ample sized 3 bedrooms-flat,3566146,Home Club,Centro,Palacio,40.41897039651237,-3.7084920169460633,Entire home/apt,247,2,4,2018-09-30,0.39,75,317
20723100,Gran Vía City Center Apartment,26205011,Paula,Centro,Palacio,40.418839166735786,-3.708633085796074,Entire home/apt,168,3,2,2017-09-27,0.14,7,21
20726114,Encantadora habitación en MALASAÑA en pleno CENTRO,29269425,Carlos,Centro,Universidad,40.427143556250265,-3.7087090778474407,Private room,31,2,55,2018-11-04,3.89,2,4
20727531,Casa Elfo / 2 bedroom apartment,84936693,Jose,Ciudad Lineal,Quintana,40.4360054114414,-3.6434328187463363,Entire home/apt,48,2,47,2018-10-01,3.44,1,197
20733548,Habitación amplia y luminosa,147605023,Stellasos,Chamberí,Rios Rosas,40.444335833501235,-3.7002333618714682,Private room,19,5,2,2018-01-27,0.21,1,0
20734075,2 bedroom flat in the centre of Madrid,3566146,Home Club,Centro,Palacio,40.42066688266345,-3.708740269730547,Entire home/apt,165,2,2,2018-02-11,0.19,75,341
20734270,Lovely 2bedroom apartment,3566146,Home Club,Centro,Palacio,40.41904347121504,-3.7101524928150096,Entire home/apt,124,3,1,2017-12-10,0.09,75,322
20734548,Centric and bright three-bedroom flat,3566146,Home Club,Centro,Palacio,40.419262669700515,-3.7084565142929438,Entire home/apt,185,3,2,2018-05-01,0.20,75,318
20734742,Privat master bedroom/Cosy flat nearby RetiroPark.,148490123,Jaime,Retiro,Pacífico,40.40601817245329,-3.6791370206637675,Private room,12,2,1,2017-09-15,0.07,1,0
20735376,Sophisticated two-bedroom flat,3566146,Home Club,Centro,Palacio,40.42128197391634,-3.7081270195752594,Entire home/apt,124,2,0,,,75,332
20735723,Comfortable two-bedroom flat,3566146,Home Club,Centro,Palacio,40.42117807555496,-3.7085619320558756,Entire home/apt,175,2,0,,,75,304
20736116,Ample and modern 3-bedroom flat,3566146,Home Club,Centro,Palacio,40.41952068496865,-3.7097634567405477,Entire home/apt,206,2,0,,,75,296
20736222,Exclusive single-bedroom flat,3566146,Home Club,Centro,Palacio,40.41925616258088,-3.7086695978168343,Entire home/apt,149,3,0,,,75,339
20736283,Cozy room in Lavapies,25758510,María,Centro,Embajadores,40.41069766672708,-3.702005075653508,Private room,24,1,53,2018-11-02,3.87,1,8
20736454,Paseo del Arte II,99018982,Apartamentos,Centro,Embajadores,40.41288398958888,-3.7016090028088806,Entire home/apt,45,1,1,2018-01-03,0.10,97,309
20736474,M (PRE4A) Apto. de diseño Puerta del sol 10,100336740,Leticia,Centro,Sol,40.41687252139657,-3.704064679341988,Entire home/apt,79,1,1,2017-12-31,0.10,11,227
20736520,Centric and comfortable 2-bedroom flat,3566146,Home Club,Centro,Palacio,40.421040892030696,-3.7098940896286687,Entire home/apt,175,3,1,2017-12-10,0.09,75,334
20736724,Una habitacion al lado del Parque de Retiro,142223688,Betty,Retiro,Ibiza,40.41768568284088,-3.675194524077716,Private room,20,1,32,2018-10-30,2.22,4,291
20737198,Two-bedroom apartment in the centre,3566146,Home Club,Centro,Palacio,40.42090668495424,-3.710062616792778,Entire home/apt,149,2,0,,,75,340
20737431,Bright house/Center/River/Wifi,43117256,Ana,Latina,Puerta del Angel,40.409565357693616,-3.732931113791954,Entire home/apt,60,2,35,2018-10-07,2.56,1,53
20738056,Beautiful two-bedroom apartment,3566146,Home Club,Centro,Palacio,40.42097981869066,-3.709333048497723,Entire home/apt,175,3,0,,,75,329
20739951,Apartamento Vista Alegre Oca,9846097,Tania,Carabanchel,Vista Alegre,40.38780797483519,-3.74402899332814,Entire home/apt,65,7,6,2018-03-25,0.43,19,279
20740189,"Cozy & Bright, Central Apartment",44267738,Madrid Central,Centro,Cortes,40.412671596173084,-3.6988848823065434,Entire home/apt,99,1,31,2018-09-25,2.21,19,176
20740624,Ideal loft in the center of Madrid,61435194,Gala,Centro,Sol,40.41493842936843,-3.7065488517487597,Entire home/apt,50,1,26,2018-10-21,1.84,1,333
20745141,La Cebada White House,148576753,Analía & Guido,Centro,Embajadores,40.40960316853129,-3.7082960807034886,Entire home/apt,80,1,38,2018-10-21,2.69,1,20
20746314,"VERLO,PROSPERIDAD,METRO AVD AMÉRICA.",148575905,Verlo,Chamartín,Prosperidad,40.44188159534705,-3.675058268827368,Private room,40,1,3,2018-10-15,0.21,1,60
20748640,Nueva habitación privada,127311361,Marcos Alberto,Puente de Vallecas,Numancia,40.394306470248154,-3.6593519734483566,Private room,39,1,14,2018-10-26,1.17,4,69
20751573,Center town. Gran Via- Plaza del Callao,8933508,Pablo,Centro,Sol,40.419374448923044,-3.705220088935142,Entire home/apt,85,3,26,2018-10-31,1.84,2,70
20756752,"Single room 15 minutes from airport.
Quite place.",3483733,Marce Y,San Blas - Canillejas,Simancas,40.43509305215194,-3.6159614130342543,Private room,15,1,41,2018-09-30,2.86,3,9
20758173,GIFSA CASTILLA PENTHOUSE,148683783,Gifsa Holidays,Tetuán,Almenara,40.47114523677126,-3.698519164829481,Entire home/apt,70,1,3,2018-10-09,0.26,3,342
20758615,Gran Buhardilla en Chueca/Gran Vía,41276026,Mario,Centro,Justicia,40.420130585130856,-3.7001269394046425,Entire home/apt,95,3,41,2018-10-08,2.91,13,280
20759766,Habitacion en Velazquez.Salamanca.Madrid,73705699,Manuel,Salamanca,Castellana,40.437194523992524,-3.683428512921942,Entire home/apt,75,12,31,2018-02-01,2.17,1,310
20759866,casa de rio,148699176,Adrián,Carabanchel,Comillas,40.39642261975583,-3.714294948972111,Private room,20,1,0,,,1,0
20760278,Private room + private bathroom,143050068,Naiara,Chamberí,Arapiles,40.434113502010035,-3.709607241213802,Private room,25,4,23,2018-08-19,1.66,1,4
20766400,"Amplio, luminoso y céntrico",54952134,Kieran,Chamberí,Trafalgar,40.43281584101752,-3.7013339196336887,Private room,38,2,9,2018-07-04,0.64,2,0
20767452,Apartment near center,138397676,Piotr,Puente de Vallecas,Palomeras Bajas,40.38762735339322,-3.6556781126304516,Entire home/apt,25,2,3,2017-10-15,0.21,2,0
20770882,Habitación privada. Barrio Salamanca,82109005,Melissa Y Carlos,Salamanca,Guindalera,40.43167054497558,-3.6675186842070615,Private room,20,1,43,2018-11-04,3.06,1,54
20770894,Suite in the Park,901218,Myrko,Centro,Cortes,40.4176214632028,-3.697398161865924,Private room,82,4,1,2018-07-09,0.25,22,365
20772400,Atico en Canal-Chamberí [zona exclusiva] + garage,36746700,Miguel,Chamberí,Vallehermoso,40.43998921254591,-3.7056474580651577,Entire home/apt,70,2,16,2018-09-24,1.16,1,116
20773537,Sunny Apartment with Parking in Plaza de Castilla,148718819,Francisco,Chamartín,Castilla,40.46837754930996,-3.6880327663408026,Entire home/apt,75,10,13,2018-08-24,0.96,1,81
20777973,Apartamento cerca de Quevedo,89173771,Carlos,Chamberí,Arapiles,40.43377694159988,-3.7053112561805706,Entire home/apt,80,2,2,2018-03-18,0.18,1,0
20782591,Tranquila Habitación Privada - Avenida de América,91548830,Juampi,Salamanca,Guindalera,40.438038361623015,-3.6755388787472776,Private room,29,1,9,2018-10-04,0.67,1,171
20782976,"Funky & ""SO LITTLE"" accommodation SOL MADRID",148946817,Maria Laura,Centro,Sol,40.41501055136156,-3.7034298536762122,Entire home/apt,65,2,69,2018-10-28,4.88,1,37
20783415,Casa Lúa,15681998,Susana,Arganzuela,Chopera,40.39582898177309,-3.6999742861286955,Private room,50,2,0,,,2,35
20784182,En mi casa estaras a gusto. Habit 2,148320429,Jose,Latina,Aluche,40.38609993019758,-3.7570600217479644,Private room,17,3,0,,,2,54
20785509,Habitación Privada MADRID CENTRO,104635953,Oualid,Chamberí,Rios Rosas,40.443162376925564,-3.698957834348974,Private room,32,1,3,2018-10-07,0.21,1,360
20785551,Rinconcito Acogedor  Valderzarza,147806617,Agui,Moncloa - Aravaca,Ciudad Universitaria,40.46648437968182,-3.7271931854937335,Private room,45,2,11,2018-10-08,0.84,2,172
20790803,"Ático duplex con terraza en puro centro, 2 a 8 pax",60358230,Sol,Centro,Sol,40.41707257956677,-3.7027041016210096,Entire home/apt,120,2,30,2018-11-05,2.12,5,351
20791293,Alquiler de habitación privada en Madrid centro.,70895847,Franklin Javier,Centro,Embajadores,40.40830825363205,-3.699236015493993,Private room,30,1,3,2018-10-24,0.21,3,354
20791458,New!! Beautiful and cozy apartment in the center,3961893,Demetrio,Centro,Embajadores,40.40764396948314,-3.7070772527505067,Entire home/apt,60,3,55,2018-10-19,3.88,2,117
20792652,Luxury Apartment in Plaza de España,149050198,Lydia,Moncloa - Aravaca,Argüelles,40.42655921553734,-3.7137688012732637,Entire home/apt,179,4,39,2018-11-03,2.93,1,295
20794430,Piso señorial frente al Parque del Oeste,149067447,Luz Marleny,Moncloa - Aravaca,Casa de Campo,40.42469180543918,-3.7176846454093257,Entire home/apt,140,3,10,2018-01-05,0.71,1,0
20794698,APARTAMENTO EDIFICIO VINTAGE INDUSTRIAL,62738396,Adri,Tetuán,Berruguete,40.45884927619239,-3.709960733811416,Entire home/apt,60,2,49,2018-10-28,3.48,6,10
20795904,Habitación cómoda,23085981,Diana,Latina,Aluche,40.39743141253456,-3.7616551111816947,Private room,14,2,42,2018-07-23,2.98,1,220
20795984,"Habitación MUY pequeña, La Latina. Wifi.",48300586,Sonia,Centro,Palacio,40.411145104946165,-3.7088857650546534,Private room,15,15,3,2018-05-31,0.22,1,269
20796083,ARENA CENTRIC CASA PELICANO (LATINA-PLAZA MAYOR),17499500,Iakai Homes,Centro,Palacio,40.41050827195799,-3.7107144212520633,Entire home/apt,75,1,58,2018-10-21,4.10,29,362
20796237,Cosy room near the city centre,63107748,Merche,Usera,Almendrales,40.38583697176827,-3.697330259470381,Private room,30,2,0,,,1,83
20796850,ARENA CENTRIC CASA TOLEDO (LATINA-PLAZA MAYOR),17499500,Iakai Homes,Centro,Palacio,40.410660733672636,-3.708972693209093,Entire home/apt,75,1,43,2018-10-01,3.07,29,357
20798809,Family and pet friendly home,47332558,Annabelle,Villaverde,Los Angeles,40.35537731862546,-3.6999420423973386,Entire home/apt,25,2,1,2017-09-26,0.07,1,0
20799350,Habitación Individual Madrid,127012253,Veronica,Moncloa - Aravaca,Casa de Campo,40.426008806254124,-3.731833827215263,Private room,18,1,11,2017-11-04,0.78,2,159
20799843,"Piso entero, 5 min de Puerta del Sol, 2 personas",149114855,Oscar Mario,Centro,Palacio,40.416785127450964,-3.7119355953162887,Entire home/apt,50,1,110,2018-11-01,7.84,1,9
20801403,SOL - Bonito Apartamento  4/5pax en SOL,149136377,Sonia O Magdalena,Centro,Cortes,40.415812216877256,-3.7010605390713165,Entire home/apt,90,4,35,2018-10-31,2.71,1,342
20802151,Habitación acogedora en un barrio tranquilo,23966879,Luisa,Villa de Vallecas,Santa Eugenia,40.38033459009988,-3.6055823465650962,Private room,25,1,23,2018-10-21,1.68,1,40
20805489,Gran Vía City Center Apartment,128990132,Roberto,Centro,Palacio,40.42000895993878,-3.7086454035490113,Entire home/apt,129,1,0,,,7,21
20805745,Precioso Duplex Buhardilla junto a Plaza Mayor,149187169,Jorge,Centro,Sol,40.41791371325556,-3.707953056890047,Entire home/apt,120,2,14,2018-10-27,1.02,1,164
20806278,Spectacular and spacious new 4 bedroom in Malasaña,10122996,Leonor,Centro,Universidad,40.42817920385595,-3.703756570182831,Entire home/apt,250,2,8,2018-01-05,0.63,1,158
20807349,DOUBLE ROOM / CENTER MADRID WITH EXTERNAL BALCONY,102627910,Adrian,Arganzuela,Acacias,40.40562490040738,-3.711835531821768,Private room,26,2,76,2018-11-04,6.16,2,52
20808126,Amplio luminoso e independiente,149207993,Sandra,Chamartín,Ciudad Jardín,40.445122810898916,-3.675792447315167,Private room,40,3,24,2018-11-04,1.70,1,216
20808420,Habitación antigua en centro Madrid,7566099,Antonio,Centro,Sol,40.41886299970549,-3.7049132781668295,Private room,28,1,1,2018-09-21,0.63,1,0
20809222,"****Studio Centre-Live-In Atocha-WiFi,A/C ****",149217622,Javier,Centro,Embajadores,40.407389568464595,-3.695255312664408,Entire home/apt,49,1,119,2018-11-01,8.50,4,196
20810516,Private room in a lovely flat,149228471,Dolores,Salamanca,Guindalera,40.43102137553275,-3.667584589470229,Private room,70,1,0,,,1,0
20810915,"Cama doble colchon viscolastico, piso centrico",149233829,Juan,Arganzuela,Acacias,40.39906479255919,-3.702798197251876,Private room,25,3,1,2017-09-06,0.07,1,0
20811311,Habitacion con Pequeno Balcon  con VISTA A PLAZA MAYOR !!!,142618552,Marco,Centro,Sol,40.41489403157673,-3.7073995916684077,Private room,30,3,1,2017-09-10,0.07,1,0
20811381,Precioso Apartamento a estrenar en Madrid,110926999,Marcelo,Arganzuela,Delicias,40.39935133083287,-3.6932961447062547,Entire home/apt,55,1,33,2018-10-19,2.33,1,150
20811511,Habitación Privada 1 Persona,1519432,María,Ciudad Lineal,Ventas,40.42616839952433,-3.653706621814905,Private room,40,1,14,2018-10-21,0.98,3,180
20812400,Apartamento coqueto a 15-20min del centro d Madrid,62911567,J. María,Ciudad Lineal,San Juan Bautista,40.448494091566076,-3.661930317884591,Entire home/apt,50,2,16,2018-10-28,1.12,1,263
20813229,Torr Apartments in Madrid 5E/Chamartín-AvAmérica,149257574,Apartamentos Torr En Madrid,Chamartín,Ciudad Jardín,40.44507426008158,-3.672905837290887,Entire home/apt,110,1,1,2017-10-08,0.08,10,359
20813469,Apartamento en Corrala Típica Embajadores-Latina,149255689,Pedro,Centro,Embajadores,40.40900878819894,-3.7060032897618083,Entire home/apt,59,1,65,2018-10-25,4.62,1,145
20813636,MADRID SOHO- SALESAS VILLAGE,1162847,Maria,Centro,Justicia,40.42276689825051,-3.6996631904328567,Private room,40,4,0,,,1,0
20813778,The light of La Latina & Lavapiés,4615520,Alfredo Y Marta,Centro,Embajadores,40.40965774251953,-3.706431376042847,Entire home/apt,70,3,65,2018-10-14,4.72,9,144
20814468,"*Studio Centre-Live-In Atocha-WiFi,A/C *",149217622,Javier,Centro,Embajadores,40.40708801308097,-3.695078042786925,Entire home/apt,49,1,134,2018-11-03,9.50,4,189
20814789,"**Studio Centre-Live-In Atocha-WiFi,A/C **",149217622,Javier,Centro,Embajadores,40.40718526798594,-3.6964727832306927,Entire home/apt,49,1,130,2018-11-05,9.31,4,167
20815153,"***Studio Centre-Live-In Atocha-WiFi,A/C ***",149217622,Javier,Centro,Embajadores,40.40803283659608,-3.6957526655524227,Entire home/apt,49,1,138,2018-10-22,9.79,4,172
20815977,"Bright, spacious flats in Ventas",6167016,Chiara,Salamanca,Guindalera,40.43129617962733,-3.668367503872054,Entire home/apt,90,1,1,2017-09-08,0.07,1,0
20816901,Apartamento con terraza,83354490,Jordi,Centro,Universidad,40.42653122413161,-3.7019126518406007,Entire home/apt,69,2,26,2018-10-26,2.68,1,85
20818405,Céntrico CHUECA y amplia TERRAZA,43833108,Paloma,Centro,Justicia,40.42112217543867,-3.699954248350185,Private room,40,2,0,,,1,0
20823320,Piso luminoso a 5 minutos del Centro de Madrid,149359887,Susana,Puente de Vallecas,Numancia,40.40017432870922,-3.6652489262133554,Entire home/apt,65,4,4,2018-07-18,0.37,1,311
20823571,Habitacion de paso,23210723,Sebas,Latina,Aluche,40.397955222765226,-3.764041196149343,Private room,20,1,2,2018-04-22,0.25,1,263
20825778,Habitación en Chueca en piso compartido.,17011441,F Javier,Centro,Justicia,40.42264240281857,-3.699713229329169,Private room,30,1,60,2018-11-02,4.28,1,301
20826113,Habitacion muy economica. Centro de Madrid,90260911,Rostislav,Usera,Almendrales,40.38691448113011,-3.698621494701598,Private room,22,1,19,2018-09-30,1.35,5,341
20827124,Double Bedroom in City Center Newly Renovated,92184438,Tato,Centro,Embajadores,40.413845433852835,-3.7052786073510577,Private room,28,1,64,2018-10-24,4.91,7,10
20827512,"Bright apt. for 4 guests w/car garage. 5"" Oporto",149220752,Bruno Eduardo,Carabanchel,Puerta Bonita,40.38505122832957,-3.730026742151897,Entire home/apt,35,1,36,2018-10-31,2.59,1,23
20828720,AMAZING STUDIO IN THE GOLDEN MILE OF MADRID,120066393,Lola,Salamanca,Castellana,40.43125656443352,-3.686321192289879,Entire home/apt,60,3,53,2018-11-04,3.92,8,186
20829102,Habitacion en Madrid. 20 minutos al centro,136537796,Rosa Maria,Ciudad Lineal,Pueblo Nuevo,40.417345752048334,-3.6283976886185676,Private room,25,1,0,,,2,0
20829583,CHIC & COOL apartment GRAN VIA- CENTER,149420794,Manu,Centro,Universidad,40.42058523531589,-3.7037953747248444,Entire home/apt,280,2,38,2018-05-08,2.73,2,0
20830463,Espacioso dúplex con terraza privada en el centro,10026212,David,Chamberí,Almagro,40.42658608408353,-3.692937236044228,Entire home/apt,72,1,47,2018-11-02,3.34,14,57
20832570,CHARMING Apartment. Santiago Bernabeu.,19099150,Juan,Tetuán,Cuatro Caminos,40.447370118681135,-3.701208745611457,Entire home/apt,55,1,34,2018-10-24,2.49,6,336
20834855,Cuatro caminos,34263466,Manuel,Tetuán,Bellas Vistas,40.44739313198117,-3.705987143437697,Private room,20,1,2,2017-09-23,0.15,1,0
20839439,Exotic & Cute,133516442,Arantzazu,Centro,Palacio,40.40884532803769,-3.710953493895887,Entire home/apt,55,1,100,2018-10-21,7.16,2,146
20839512,Alojate en el corazón de Madrid- Barbieri,145123279,Victor,Centro,Justicia,40.42063494664702,-3.6985506321865036,Entire home/apt,84,2,2,2018-09-07,0.16,4,331
20842630,"SANTA ANA 4 Bdr, 3 bath,",36503894,Marta Y Kike,Centro,Embajadores,40.413541080529704,-3.7017087317238477,Entire home/apt,159,1,75,2018-11-04,5.32,1,301
20844850,Apartamento precioso en puerta del Sol.,149527823,Dalsy,Centro,Sol,40.41637061063387,-3.7045056232855216,Entire home/apt,45,1,41,2018-10-13,3.16,2,79
20845149,"Luminosa habitación doble con balcón, pleno centro",2737369,Maria Beatrice,Centro,Universidad,40.42558899791089,-3.706890615953051,Private room,24,3,21,2018-10-21,1.50,3,11
20845506,Piso en el CENTRO de Madrid.,19458219,Guillermo,Centro,Universidad,40.42147249645136,-3.70468288749226,Private room,21,2,89,2018-10-30,6.33,1,19
20852807,"Magnifico ático, zona Latina",38352975,Charo,Centro,Palacio,40.408777100882766,-3.71647277813726,Entire home/apt,80,5,7,2018-09-10,0.60,13,113
20853622,Very large double room in the heart of Madrid,3063420,Ben,Centro,Embajadores,40.411939759913594,-3.699271394529813,Private room,70,1,9,2018-11-06,0.68,1,176
20854599,HABITACIÓN C/ A/A y BELLAS VISTAS SOBRE LA CAPITAL,35509766,Fabri&Alicia,Centro,Palacio,40.408458070883334,-3.7147296222837407,Private room,26,2,49,2018-11-04,3.65,1,78
20855120,Spacious apartment in the center of Madrid,87222660,David,Centro,Cortes,40.41542889410639,-3.700369677425047,Entire home/apt,80,3,36,2018-10-23,2.59,10,274
20856125,Malasaña San Ildefonso City Center,54310958,Be Mate,Centro,Universidad,40.422630064843176,-3.700814883644119,Entire home/apt,120,2,9,2018-10-03,0.79,46,0
20856198,"Habitación privada


Reservada sólo a mujeres.",149685605,Lourdes,Latina,Aluche,40.39517613454376,-3.76837089606251,Private room,22,2,18,2018-10-07,1.35,1,9
20857155,Madrid jardines del Palacio Real,149692858,María,Arganzuela,Imperial,40.41353898462086,-3.7198787532429565,Entire home/apt,80,2,33,2018-11-03,2.35,1,321
20859057,Atico Plaza Mayor,99018982,Apartamentos,Centro,Sol,40.41521721280657,-3.705492317792652,Entire home/apt,53,1,0,,,97,341
20862527,"Charming & New Malasaña Apt, 2 BD 2 BTH, Elevator",17934979,Jessie,Centro,Universidad,40.42782373084762,-3.7046203621327463,Entire home/apt,165,4,7,2018-10-15,0.53,1,327
20862900,Esteban Terradas 3 piso 2,121297706,Oceany,Chamartín,Castilla,40.46868568458812,-3.68473071861306,Entire home/apt,80,2,18,2018-09-15,1.29,2,350
20862927,Esteban Terradas 3 piso 1,121297706,Oceany,Chamartín,Castilla,40.46903951180774,-3.685198816142186,Entire home/apt,70,2,16,2018-10-21,1.17,2,331
20866927,1BEDROOM FLAT IN THE CENTRE,2960080,Pietro,Centro,Universidad,40.422887800925,-3.7060540103016097,Entire home/apt,55,3,65,2018-10-19,4.61,9,233
20868031,ESPACIOSO ALONSO MARTINEZ,140446987,Enrique,Centro,Justicia,40.42547899881039,-3.697642193398636,Entire home/apt,73,3,22,2018-10-15,1.58,3,57
20870547,Great room in the heart of Madrid!/Madrid centro!!,66691960,Carlos,Centro,Universidad,40.423327125253024,-3.7046930987205022,Private room,58,3,4,2018-08-31,0.29,6,166
20871210,Sunset views to Debod temple.,149840878,Raul,Moncloa - Aravaca,Casa de Campo,40.42214529618055,-3.7166083463211614,Entire home/apt,77,1,111,2018-10-24,7.95,4,107
20871385,Habitación privada en pleno centro de Malasaña,42756640,Erea,Centro,Universidad,40.427157278555505,-3.7029251098299447,Private room,20,2,3,2017-09-26,0.22,1,0
20871817,ACCOMMODATION IN BARAJAS - CITY TO THE AIRPORT,137816509,Constanza,Barajas,Casco Histórico de Barajas,40.47188112041821,-3.579838895924852,Private room,18,1,79,2018-11-04,5.64,2,360
20871932,Estudio calle Fuencarral,131290883,Cicero,Centro,Justicia,40.42299264165503,-3.700042292408183,Entire home/apt,74,1,33,2018-10-14,2.37,4,337
20873771,Ciudad de los Angeles,91529271,Naty,Villaverde,Los Rosales,40.35987284346651,-3.69123817555595,Private room,30,1,4,2017-10-15,0.29,1,279
20878513,"Habitación individual, en el Barrio Salamanca",27110709,Sara,Salamanca,Fuente del Berro,40.4281221237677,-3.666435518288718,Private room,26,1,22,2018-06-15,1.60,1,268
20879509,Apartamento con vistas al Retiro Barrio Salamanca,48707867,Miguel,Salamanca,Recoletos,40.422326147281595,-3.6825443828267663,Private room,90,1,0,,,2,0
20879942,Apartamento Unico Barrio Salamanca,4965514,Miguel,Salamanca,Recoletos,40.42304500867733,-3.681846865294983,Private room,65,1,0,,,5,0
20881586,Precioso apartamento con ubicación perfecta.,149956925,Jobeda,Arganzuela,Imperial,40.40492923966812,-3.713028676304496,Entire home/apt,75,2,64,2018-10-29,4.58,1,220
20881659,"Habitación en el centro de madrid , zona retiro",149565119,Enrique,Retiro,Niño Jesús,40.41015719082757,-3.6742169672469305,Private room,35,2,0,,,2,180
20881847,Habitación atrás de Gran Vía en Madrid,31775561,Victoria,Centro,Universidad,40.42468366762043,-3.7091924180938607,Private room,40,2,27,2018-10-28,2.01,1,341
20882492,Habitación Doble Vista al Retiro Barrio Salamanca,4965514,Miguel,Salamanca,Recoletos,40.423839712133805,-3.6822296225006776,Private room,120,1,0,,,5,0
20882517,Habitacion muy economica. Centro de Madrid,90260911,Rostislav,Usera,Almendrales,40.38482184550326,-3.700786696895941,Private room,22,1,15,2018-09-09,1.11,5,291
20882910,Habitacion Preciosa Wifi en Frente Parque Retiro,4965514,Miguel,Salamanca,Recoletos,40.4239059638099,-3.6804766558864457,Private room,90,1,3,2017-10-05,0.22,5,0
20883070,La Paz Market 2 C Madrid Salamanca quarter,2509252,Montaber,Salamanca,Recoletos,40.42813486701197,-3.6844190857175665,Entire home/apt,85,1,18,2018-10-16,1.42,6,347
20883090,Habitación Doble Barrio Salamanca en frente Retiro,4965514,Miguel,Salamanca,Recoletos,40.423102496461304,-3.682515558861058,Private room,90,1,1,2017-09-20,0.07,5,0
20883697,La Paz Market 3 C Madrid Salamaca quarter,2509252,Montaber,Salamanca,Recoletos,40.42766889675958,-3.6865668499900646,Entire home/apt,80,1,10,2018-10-16,0.73,6,355
20885517,Mi casa,14528428,Alvaro,Tetuán,Bellas Vistas,40.45013645489579,-3.705692918127454,Entire home/apt,90,3,6,2018-09-18,0.53,1,0
20885896,Apartamento privado,144826971,Gonzalo,Villaverde,Los Angeles,40.357485531969516,-3.697539412784669,Entire home/apt,28,4,0,,,1,0
20886289,Acogedor apartamento en el Barrio de las letras,114331991,Geohanna,Centro,Cortes,40.413535587653996,-3.6958404365891537,Entire home/apt,50,2,66,2018-11-01,4.88,2,332
20887909,Apto en B°.Salamanca.En PlzaToros y Wizink Center.,150026991,Quela,Salamanca,Guindalera,40.432550280088414,-3.6652412613823313,Entire home/apt,80,2,4,2018-04-01,0.29,1,0
20891079,*Studio Atocha-Planetario WiFi A/C*,47554470,Carmen,Arganzuela,Legazpi,40.38632681575799,-3.686838092345677,Entire home/apt,46,1,90,2018-11-01,6.46,5,324
20891373,**Studio Atocha-Planetario WiFi A/C**,47554470,Carmen,Arganzuela,Legazpi,40.38509833557073,-3.686854000673104,Entire home/apt,45,1,75,2018-11-04,5.46,5,338
20892008,LA LATINA/ SOL I **Peaceful Elegant Apartment**,28786243,Emilio,Centro,Embajadores,40.409994757992116,-3.707442544253979,Entire home/apt,145,1,19,2018-04-02,1.36,37,34
