"distrito","ano","quarter","precio"
"Hortaleza",2017,2,3066.3869144049
"Latina",2017,2,1845.02728641647
"Moncloa",2017,2,3636.79674232812
"Moratalaz",2017,2,2153.85109255222
"Puente De Vallecas",2017,2,1482.92787812034
"Retiro",2017,2,4079.57371240537
"Salamanca",2017,2,5001.11173075887
"San Blas",2017,2,2243.75823467572
"Tetuán",2017,2,3022.06428834533
"Usera",2017,2,1594.92907499807
"Vicálvaro",2017,2,1798.39654700718
"Villa De Vallecas",2017,2,2028.30609269044
"Villaverde",2017,2,1406.14311127678
"Arganzuela",2017,3,3293.41127664832
"Barajas",2017,3,2866.74843360044
"Carabanchel",2017,3,1823.62986194718
"Centro",2017,3,4455.69022408458
"Chamartín",2017,3,4384.10807369655
"Chamberí",2017,3,4641.83848263918
"Ciudad Lineal",2017,3,2691.5804830292
"Fuencarral",2017,3,3067.03119353502
"Hortaleza",2017,3,3051.41828376775
"Latina",2017,3,1878.67033861123
"Moncloa",2017,3,3877.15757870949
"Moratalaz",2017,3,2197.2263252268
"Puente De Vallecas",2017,3,1518.40348790306
"Retiro",2017,3,4137.62094179366
"Salamanca",2017,3,5252.4810376192
"San Blas",2017,3,2365.46736049154
"Tetuán",2017,3,3073.20374579806
"Usera",2017,3,1658.18083350284
"Vicálvaro",2017,3,1833.71677243386
"Villa De Vallecas",2017,3,2121.21870757199
"Villaverde",2017,3,1446.04305324157
"Arganzuela",2017,4,3528.85859175875
"Barajas",2017,4,2993.20044263478
"Carabanchel",2017,4,1873.86870323417
"Centro",2017,4,4598.73817626278
"Chamartín",2017,4,4563.82270069739
"Chamberí",2017,4,4810.75582127961
"Ciudad Lineal",2017,4,2724.15850970328
"Fuencarral",2017,4,3174.20811141267
"Hortaleza",2017,4,3202.83431444726
"Latina",2017,4,1976.83733812435
"Moncloa",2017,4,3914.70485156978
"Moratalaz",2017,4,2269.10001804591
"Puente De Vallecas",2017,4,1582.98164238415
"Retiro",2017,4,4353.43989592224
"Salamanca",2017,4,5478.78744801985
"San Blas",2017,4,2489.17346325372
"Tetuán",2017,4,3150.59013255712
"Usera",2017,4,1710.35943811766
"Vicálvaro",2017,4,1938.0378614301
"Villa De Vallecas",2017,4,2146.91630953933
"Villaverde",2017,4,1439.54857671817
"Arganzuela",2018,1,3709.23686896558
"Barajas",2018,1,3064.67649408755
"Carabanchel",2018,1,1956.82274588754
"Centro",2018,1,4832.36351528884
"Chamartín",2018,1,4904.87004795252
"Chamberí",2018,1,4999.60087998104
"Ciudad Lineal",2018,1,2823.56376515574
"Fuencarral",2018,1,3183.67889035361
"Hortaleza",2018,1,3415.87768180661
"Latina",2018,1,2095.97874384181
"Moncloa",2018,1,4101.13824318864
"Moratalaz",2018,1,2348.23283779778
"Puente De Vallecas",2018,1,1695.19452157011
"Retiro",2018,1,4764.4880300064
"Salamanca",2018,1,5674.98172367206
"San Blas",2018,1,2523.11566405214
"Tetuán",2018,1,3411.18685176066
"Usera",2018,1,1757.5140918895
"Vicálvaro",2018,1,2070.95647179575
"Villa De Vallecas",2018,1,2255.44183920618
"Villaverde",2018,1,1522.71861243457
"Arganzuela",2018,2,3949.94308346634
"Barajas",2018,2,3225.40792912134
"Carabanchel",2018,2,2058.72933466929
"Centro",2018,2,4987.19887607627
"Chamartín",2018,2,5007.47085890988
"Chamberí",2018,2,5202.00670745082
"Ciudad Lineal",2018,2,2982.57932237756
"Fuencarral",2018,2,3317.63074460989
"Hortaleza",2018,2,3403.1768699293
"Latina",2018,2,2146.21708272393
"Moncloa",2018,2,4133.28310105586
"Moratalaz",2018,2,2483.83546131933
"Puente De Vallecas",2018,2,1732.71534569162
"Retiro",2018,2,4875.66932209611
"Salamanca",2018,2,5929.50338267946
"San Blas",2018,2,2605.54490705273
"Tetuán",2018,2,3557.92231791058
"Usera",2018,2,1892.73474457074
"Vicálvaro",2018,2,2219.0226259964
"Villa De Vallecas",2018,2,2293.90244626899
"Villaverde",2018,2,1578.19726110004
